area;transect;tree;common_name;scientific_name;family_name;WSD;DBH;BA;AGB;area_sampled;BA_AS;AGB_AS;type;canopy;light;dead;d_class;Hcom;Htot;RN;RS;RE;RW;date;UTM_Easting;UTM_Northing;;;
JAM_A02;T03;66;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;13.6;0.014526724;0.084440355;0.136;0.10681415;0.620884961;O;S;3;A;NA;6.74;10.87;1.8;4.6;1.8;1.2;20111203;499723.7629;8989940.655;;;
JAM_A02;T03;67;ANGELIM AMARGOSO;Parahancornia amapa;Apocynaceae;0.46;57.3;0.257868994;2.36816165;0.573;0.450033148;4.132917365;O;E;1;A;NA;24.07;30.81;5.5;3;2.5;6.1;20111203;499723.8467;8989923.652;;;
JAM_A02;T03;68;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;24.7;0.047916357;0.852391463;0.247;0.193993346;3.450977581;O;S;2;A;NA;29.46;38.78;5;1.4;4.8;3;20111203;499717.825;8989920.116;;;
JAM_A02;T03;69;INGA;Inga marginata;Fabaceae;0.57;10;0.007853982;0.022464092;0.1;0.078539816;0.224640925;O;S;2;A;NA;4.71;7.7;2.1;2.1;2.3;1.6;20111203;499725.6113;8989903.087;;;
JAM_A02;T03;70;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;33.3;0.087092017;1.05747146;0.333;0.261537588;3.175589971;O;S;2;A;NA;22.8;26.47;5.1;2.8;3.6;5.2;20111203;499726.9861;8989904.218;;;
JAM_A02;T03;71;PAU DE REMO;Chimarrhis turbinata;Rubiaceae;0.72;47.1;0.174233514;2.402463894;0.471;0.369922535;5.1007726;O;C;2;A;NA;25.12;29.55;2.5;3.4;4;3.2;20111203;499725.5681;8989918.29;;;
JAM_A02;T03;72;TAUARI;Couratari stellata;Lecythidaceae;0.63;120;1.130973355;28.0080392;1.2;0.942477796;23.34003267;O;E;1;A;NA;40.76;60.35;12.5;17.5;12;10.3;20111203;499736.3338;8989919.933;;;
JAM_A02;T03;73;TAUARI;Couratari stellata;Lecythidaceae;0.63;37.6;0.111036451;1.730546908;0.376;0.295309709;4.602518374;O;E;1;A;NA;31;37.98;4.3;1.7;3.8;3.5;20111203;499724.8335;8989928.676;;;
JAM_A02;T03;74;BABAÇU;Orbignya phalerata;Arecaceae;NA;26.8;0.056410438;0.144199644;0.268;0.210486708;0.538058373;P;S;2;A;NA;12.8;15.82;6.21;2.6;3.7;4.4;20111203;499724.611;8989929.671;;;
JAM_A02;T03;75;UCUUBA;Virola melinoni;Myristicaceae;0.48;12.8;0.012867964;0.04705105;0.128;0.100530965;0.367586329;O;S;2;A;NA;9.87;11.85;1.4;1.2;1.5;1.1;20111203;499724.205;8989934.363;;;
JAM_A02;T03;76;CARAPANAUBA;Aspidosperma nitidum;Apocynaceae;0.76;12.1;0.011499015;0.055506824;0.121;0.095033178;0.458734079;O;S;3;A;NA;7.94;9.76;1.3;1.1;1.6;1.7;20111203;499724.1711;8989935.863;;;
JAM_A02;T03;77;FAVA ORELHA DE MACACO;Enterolobium schomburgkii;Fabaceae;0.71;57.3;0.257868994;3.071878994;0.573;0.450033148;5.361045366;O;C;1;A;NA;17.66;25.82;3.6;8.2;6.2;5.7;20111203;499724.9548;8989949.884;;;
JAM_A02;T03;78;MATA MATA BRANCO;Eschweilera coriacea;Lecythidaceae;0.85;17.5;0.024052819;0.04063254;0.175;0.137444679;0.232185943;O;S;3;A;NA;2.08;3.06;1.6;2;1.7;1;20111203;499724.1022;8989961.068;;;
JAM_A02;T03;79;CASTANHEIRA;Bertholletia excelsa;Lecythidaceae;0.64;109;0.933131558;17.82403596;1.09;0.856083998;16.35232657;O;E;1;A;NA;39.15;46.05;2;11.8;0;1.4;20111203;499731.2356;8989968.531;;;
JAM_A02;T03;80;MORTA;NI;NI;0.6;25.2;0.049875925;0.033012957;0.252;0.197920337;0.131003799;O;NA;NA;D;1;NA;1.55;NA;NA;NA;NA;20111203;499724.9511;8989985.493;;;
JAM_A02;T03;81;PAU JACARE;Laetia procera;Salicaceae;0.63;52.3;0.214829174;2.215729967;0.523;0.410763239;4.236577375;O;C;1;A;NA;20.5;25.14;4.1;5.8;6.2;2;20111203;499726.9106;8989991.739;;;
JAM_A02;T03;82;INHARE;Helicostylis sp.;Moraceae;0.65;16;0.020106193;0.133150032;0.16;0.125663706;0.832187699;O;S;2;A;NA;11.02;15.66;1.8;1.8;2.5;1.6;20111203;499723.7392;8989994.868;;;
JAM_A02;T03;83;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;9.1;0.006503882;0.022872863;0.091;0.071471233;0.251350144;O;S;2;A;NA;4.14;6.08;5.2;1.2;2;6.3;20111203;499722.3096;8990022.743;;;
JAM_A02;T03;84;ESCORREGA MACACO;Capirona huberiana;Rubiaceae;0.59;54.6;0.234139759;3.30935441;0.546;0.428827397;6.061088664;O;E;1;A;NA;18.66;36.78;1.6;6.1;2;1.4;20111203;499726.0545;8990025.228;;;
JAM_A02;T03;85;TAXIRANA;Stryphnodendron paniculatum;Fabaceae;0.65;19.7;0.030480517;0.345378587;0.197;0.154723438;1.753190799;O;S;2;A;NA;22.12;26.75;1.7;1.6;1.9;2;20111203;499722.299;8990027.644;;;
JAM_A02;T03;86;ANGELIM AMARGOSO;Parahancornia amapa;Apocynaceae;0.46;29.7;0.069279187;0.315815028;0.297;0.233263255;1.063350263;O;C;2;A;NA;NA;15.29;2;3.3;4.2;0.4;20111203;499724.808;8990031.702;;;
JAM_A02;T03;87;MORTA;NI;NI;0.6;25.9;0.052685294;0.389234815;0.259;0.203418124;1.502837123;O;NA;NA;D;1;21.5;29.51;NA;NA;NA;NA;20111203;499723.1978;8990036.566;;;
JAM_A02;T03;88;MACUCU DE SANGUE;Licania heteromorpha;Chrysobalanaceae;0.82;16.6;0.021642432;0.224505432;0.166;0.130376095;1.352442362;O;S;2;A;NA;14.53;19.61;2;2.5;2.7;2.6;20111203;499723.9244;8990048.686;;;
JAM_A02;T03;89;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;19.2;0.028952918;0.334982922;0.192;0.150796447;1.744702718;O;S;2;A;NA;11.29;21.64;2.8;2.2;2.4;2.6;20111203;499721.8279;8990052.94;;;
JAM_A02;T03;90;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;21.9;0.037668481;0.307388539;0.219;0.172002198;1.403600634;O;S;2;A;NA;14.6;17.79;4.1;3.2;3;2.9;20111203;499723.2221;8990062.074;;;
JAM_A02;T03;91;INHARE;Helicostylis sp.;Moraceae;0.65;51;0.204282062;3.036984046;0.51;0.400553063;5.954870679;O;S;3;A;NA;26.32;35.16;4.1;3.2;3.7;3.3;20111203;499725.7886;8990085.737;;;
JAM_A02;T03;92;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;10.9;0.009331316;0.136288279;0.109;0.0856084;1.250351181;O;S;3;A;NA;20.08;27.31;3.8;3.2;3.9;1.8;20111203;499721.043;8990092.132;;;
JAM_A02;T03;93;AÇOITA CAVALO;Luehea sp.;Malvaceae;0.51;63.3;0.314700405;3.798803181;0.633;0.497157037;6.001268848;O;E;1;A;NA;28.04;36.76;7;4.6;7.5;4.8;20111203;499722.2373;8990101.261;;;
JAM_A02;T03;94;INHARE;Helicostylis sp.;Moraceae;0.65;28.3;0.062901754;1.12973626;0.283;0.22226768;3.992000917;O;S;2;A;NA;30.76;42.47;9;0;2.3;2.6;20111203;499721.183;8990101.438;;;
JAM_A02;T03;95;MUIRATINGA;Brosimum rubescens ;Moraceae;0.83;34.3;0.092401309;1.534072003;0.343;0.26939157;4.472513127;O;C;2;A;NA;22.98;31.05;3;3;3.3;2.6;20111203;499721.6333;8990119.152;;;
JAM_A02;T03;96;INGA VERMELHO;Inga alba;Fabaceae;0.59;44.3;0.154133604;2.230504031;0.443;0.347931386;5.034997813;O;C;2;A;NA;26.75;38.1;12.5;1.4;3.8;2.6;20111203;499720.116;8990137.623;;;
JAM_A02;T03;97;ENVIRA PRETA;Guatteria schomburgkiana;Annonaceae;0.6;12.8;0.012867964;0.083092943;0.128;0.100530965;0.649163619;O;S;2;A;NA;12.08;16.61;2.2;1.4;1.8;1;20111203;499720.6357;8990158.406;;;
JAM_A02;T03;98;COPAIBA;Copaifera reticulata;Fabaceae;0.61;12.6;0.012468981;0.087506064;0.126;0.098960169;0.69449257;O;S;3;A;NA;10.97;17.83;1.8;1.7;1.8;1.3;20111203;499721.4517;8990167.005;;;
JAM_A02;T03;99;MURTA;Strychnos subcordata;Loganiaceae;0.54;10;0.007853982;0.046781267;0.1;0.078539816;0.467812668;O;S;3;A;NA;9.88;17.02;1.2;1.4;1.7;1.1;20111203;499719.6577;8990170.208;;;
JAM_A02;T03;100;MORTA;NI;NI;0.6;23.3;0.042638481;0.09505342;0.233;0.182997772;0.407954593;O;NA;NA;D;1;NA;6.82;NA;NA;NA;NA;20111203;499720.3828;8990183.707;;;
JAM_A02;T03;101;MUIRACATIARA;Astronium gracile;Anacardiaceae;0.73;40.8;0.13074052;2.123165439;0.408;0.320442451;5.20383686;O;E;1;A;NA;20.45;34.33;1.2;2.8;2;3;20111203;499721.2843;8990184.505;;;
JAM_A02;T03;102;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;10.7;0.008992024;0.061928465;0.107;0.084037603;0.5787707;O;S;3;A;NA;11.76;15.01;9.5;1.1;2.8;1.1;20111203;499719.701;8990193.508;;;
JAM_A02;T03;103;MERAUBA;Mouriri collocarpa;Melastomataceae;0.83;12.9;0.013069811;0.135585935;0.129;0.101316363;1.051053762;O;S;2;A;NA;10.44;19.21;1.6;2.2;2.4;1.4;20111203;499719.6068;8990196.608;;;
JAM_A02;T03;104;ANGELIM AMARGOSO;Parahancornia amapa;Apocynaceae;0.46;40;0.125663706;1.087108248;0.4;0.314159265;2.717770619;O;E;1;A;NA;21.6;29.02;7.2;2;3.2;3.3;20111203;499725.6208;8990204.097;;;
JAM_A02;T03;105;ANGELIM VERMELHO;Dinizia excelsa;Fabaceae;0.94;69.1;0.3750127;10.4737501;0.691;0.542710131;15.15738075;O;E;1;A;NA;22.9;45.88;8.7;6.3;8.3;3.5;20111203;499725.4381;8990213.397;;;
JAM_A02;T03;106;CATAUARI;Couepia racemosa;Chrysobalanaceae;0.79;18.1;0.025730429;0.224898796;0.181;0.142157068;1.242534786;O;S;2;A;NA;14.23;17.09;2.3;2.1;2.7;2.6;20111203;499721.1729;8990232.105;;;
JAM_A02;T03;107;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;9.8;0.007542964;0.058131011;0.098;0.07696902;0.593173579;O;S;2;A;NA;8.92;14.16;1.4;1;1.8;1.1;20111203;499720.7803;8990236.106;;;
JAM_A02;T03;108;MORTA;NI;NI;0.58;63;0.311724531;1.514285744;0.63;0.494800843;2.403628165;O;NA;NA;D;3;NA;18.42;NA;NA;NA;NA;20111203;499724.412;8990253.099;;;
JAM_A02;T03;109;UCUUBA;Virola melinoni;Myristicaceae;0.48;14.8;0.017203361;0.084658961;0.148;0.116238928;0.572020005;O;S;2;A;NA;9.77;15.95;2.1;2.2;2.5;1.7;20111203;499721.2163;8990255.405;;;
JAM_A02;T03;110;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;20.7;0.033653526;0.237588295;0.207;0.16257742;1.147769539;O;S;2;A;NA;11.12;15.39;2.7;1.1;1;1.4;20111203;499722.8206;8990257.702;;;
JAM_A02;T03;111;LOURO PRETO;Nectandra cuspidata;Lauraceae;0.56;8.2;0.005281017;0.018879918;0.082;0.064402649;0.230242899;O;S;3;A;NA;7.71;9.85;1;1.2;1.3;1.3;20111203;499719.6405;8990268.408;;;
JAM_A02;T03;112;TIMBORANA;Pseudopiptadenia suaveolens;Fabaceae;0.68;23.4;0.043005262;0.459419004;0.234;0.18378317;1.963329079;O;C;1;A;NA;15.55;24.25;2.8;4.4;4.3;4.8;20111203;499720.1429;8990269.707;;;
JAM_A02;T03;113;TATAPIRIRICA;Tapirira guianensis;Anacardiaceae;0.46;6.7;0.003525652;0.010865117;0.067;0.052621677;0.162165922;O;S;2;A;NA;7.28;10.41;1.3;0.6;1;1.4;20111203;499720.182;8990290.707;;;
JAM_A02;T03;114;ANGELIM AMARGOSO;Parahancornia amapa;Apocynaceae;0.46;40;0.125663706;1.358830427;0.4;0.314159265;3.397076068;O;E;1;A;NA;19.06;36.27;7.5;7.1;3.5;9.4;20111203;499724.087;8990293.4;;;
JAM_A02;T03;115;ROXINHO;Peltogyne leicointei;Fabaceae;0.76;70;0.3848451;8.147833623;0.7;0.549778714;11.63976232;O;E;1;A;NA;30.81;42.8;9.7;7.5;7.5;6.1;20111203;499724.0876;8990293.7;;;
JAM_A02;T03;116;MACACAUBA;Platymiscium filipes;Fabaceae;0.79;27.6;0.05982849;0.69757093;0.276;0.216769893;2.527430906;O;C;2;A;NA;14.76;22.72;7.8;0;3;2.2;20111203;499723.2019;8990301.402;;;
JAM_A02;T03;117;INGA;Inga marginata;Fabaceae;0.57;10.4;0.008494867;0.045238556;0.104;0.081681409;0.43498612;O;S;3;A;NA;5.81;14.34;1.9;2.2;0.6;2.8;20111203;499719.9192;8990310.708;;;
JAM_A02;T03;118;ABIU VERMELHO;Pouteria cladantha;Sapotaceae;0.94;10.2;0.008171282;0.09746447;0.102;0.080110613;0.955534016;O;S;3;A;NA;7.92;19.53;0.5;8.8;0.8;1.2;20111203;499720.1304;8990316.708;;;
JAM_A02;T03;119;POROROCA;Dialium guianense;Fabaceae;0.89;16.6;0.021642432;0.201464414;0.166;0.130376095;1.213641046;O;S;2;A;NA;10.66;16.13;1;1.8;2.8;1.6;20111203;499720.1315;8990317.308;;;
JAM_A02;T03;120;GUARUBA;Vochysia maxima;Vochysiaceae;0.49;11;0.009503318;0.056028856;0.11;0.086393798;0.509353239;O;S;2;A;NA;11.47;18.57;1.3;1.8;2.8;1.7;20111203;499720.2354;8990319.407;;;
JAM_A02;T03;121;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;34;0.090792028;0.980314793;0.34;0.267035376;2.883278802;O;S;2;A;NA;12.27;23.54;3;2.4;1.9;3;20111203;499721.2471;8990325.706;;;
JAM_A02;T03;122;UXIRANA;Sacoglottis guianensis;Humiriaceae;0.84;39.4;0.121922069;0.71758238;0.394;0.309446876;1.821275075;O;S;3;A;NA;5.84;10.81;1.5;1.3;2.3;1;20111203;499719.8609;8990333.108;;;
JAM_A02;T03;123;MATAMATA JIBOIA;Eschweilera sp.;Lecythidaceae;0.83;27.3;0.05853494;0.780788724;0.273;0.214413699;2.860031956;O;S;2;A;NA;14.44;24.85;2.7;4.1;3.1;3.1;20111203;499720.8626;8990334.006;;;
JAM_A02;T03;124;MAPATIRANA;Pourouma minor;Urticaceae;0.44;53.2;0.22228653;1.920699446;0.532;0.417831823;3.610337304;O;E;1;A;NA;19.27;29.99;4.6;3.9;3.7;4.2;20111203;499725.1656;8990335.598;;;
JAM_A02;T03;125;MUTUTI;Pterocarpus sp.;Fabaceae;0.51;34.3;0.092401309;0.799861219;0.343;0.26939157;2.331956908;O;C;2;A;NA;12.96;26.08;2.2;4.6;3.2;1;20111203;499723.2898;8990348.602;;;
JAM_A02;T03;126;MERAUBA;Mouriri collocarpa;Melastomataceae;0.83;14.2;0.015836769;0.151183329;0.142;0.111526539;1.064671331;O;S;2;A;NA;10.91;17.68;2.6;2.3;3;2.6;20111203;499720.7954;8990351.606;;;
JAM_A02;T03;127;AÇAI;Euterpe oleracea;Arecaceae;NA;14;0.015393804;0.043179538;0.14;0.109955743;0.308425271;P;S;2;A;NA;9.71;16.05;2.3;1.4;2.3;1.2;20111203;499720.5393;8990375.207;;;
JAM_A02;T03;128;ANANI;Symphonia globulifera;Clusiaceae;0.6;23;0.041547563;0.307590742;0.23;0.180641578;1.337351053;O;S;2;A;NA;12.63;19.04;3.5;4.6;5;3.2;20111203;499721.344;8990377.705;;;
JAM_A02;T03;129;MORTA;NI;NI;0.6;15;0.017671459;0.101078598;0.15;0.117809725;0.673857322;O;NA;NA;D;1;NA;21.58;NA;NA;NA;NA;20111203;499719.9477;8990379.708;;;
JAM_A02;T03;130;MATA MATA BRANCO;Eschweilera coriacea;Lecythidaceae;0.85;38.1;0.114009183;2.541637856;0.381;0.2992367;6.670965502;O;C;1;A;NA;28.15;40.37;1.8;2.3;1.6;2.8;20111203;499720.6116;8990360.307;;;
JAM_A02;T04;1;PURUI;Alibertia edulis;Rubiaceae;0.76;8.3;0.005410608;0.020517018;0.083;0.065188048;0.24719299;O;S;3;A;NA;5.43;7.7;0.6;1;0.8;0.7;20111203;498724.5088;8988949.576;;;
JAM_A02;T04;2;FREIJO BRANCO;Cordia scabrifolia;Boraginaceae;0.47;9.6;0.007238229;0.030427925;0.096;0.075398224;0.316957555;O;S;2;A;NA;8.78;13.68;0.5;1.8;1.2;2.2;20111203;498730.6712;8988950.321;;;
JAM_A02;T04;3;ACARIQUARA;Minquartia guianensis;Olacaceae;0.77;16.4;0.021124069;0.083758152;0.164;0.128805299;0.510720441;O;S;2;A;NA;16.31;7.95;3.8;3.4;3.2;4;20111203;498738.0098;8988950.047;;;
JAM_A02;T04;4;UCUUBA BRANCA;Virola crebrinervia;Myristicaceae;0.5;46.6;0.170553924;1.860785371;0.466;0.365995544;3.993101656;O;C;2;A;NA;24.39;33.64;3.7;1.4;2.8;3.5;20111203;498742.4072;8988947.456;;;
JAM_A02;T04;5;AÇOITA CAVALO;Luehea sp.;Malvaceae;0.51;20.6;0.033329156;0.269878864;0.206;0.161792022;1.310091573;O;S;2;A;NA;17.7;24.66;2.2;2.6;2.5;2;20111203;498748.1907;8988950.68;;;
JAM_A02;T04;6;ESCORREGA MACACO;Capirona huberiana;Rubiaceae;0.59;20.1;0.031730871;0.265175646;0.201;0.157865031;1.319281823;O;S;2;A;NA;19.09;21.75;0;1.6;1;1.7;20111203;498752.4508;8988951.388;;;
JAM_A02;T04;7;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;18.3;0.026302199;0.1212155;0.183;0.143727864;0.662379782;O;S;3;A;NA;10.08;14.94;2.4;2.7;3.2;2.8;20111203;498753.6046;8988952.072;;;
JAM_A02;T04;8;PINTADINHO;Poeppigia sp.;Fabaceae;0.69;21.4;0.035968094;0.173235638;0.214;0.168075207;0.809512329;O;S;2;A;NA;7.45;10.77;2.4;2.3;2.3;2.2;20111203;498758.1361;8988951.797;;;
JAM_A02;T04;9;TANIBUCA;Terminalia amazonia;Combretaceae;0.68;33;0.08552986;0.919674043;0.33;0.259181394;2.786891038;O;S;2;A;NA;13.1;24.39;2.1;5.8;2.8;2.8;20111203;498769.7915;8988952.837;;;
JAM_A02;T04;10;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;14.1;0.015614501;0.162214618;0.141;0.110741141;1.150458287;O;S;1;A;NA;17.05;22.65;1.6;1.2;1.1;1.6;20111203;498772.1143;8988952.603;;;
JAM_A02;T04;11;MERAUBA;Mouriri collocarpa;Melastomataceae;0.83;29.7;0.069279187;0.941573629;0.297;0.233263255;3.170281581;O;S;2;A;NA;16.88;25.17;3;3.4;3.2;3.3;20111203;498777.5291;8988952.592;;;
JAM_A02;T04;12;AÇOITA CAVALO;Luehea sp.;Malvaceae;0.51;40;0.125663706;1.993977227;0.4;0.314159265;4.984943067;O;E;1;A;NA;29.48;48.32;5;4.3;4.3;3.2;20111203;498785.7654;8988952.383;;;
JAM_A02;T04;13;CABREUBA;NI;NI;0.62;8.7;0.005944679;0.035579272;0.087;0.06832964;0.408957148;O;S;1;A;NA;13.5;14.9;0.3;0.5;0.8;0.3;20111203;498791.8831;8988954.026;;;
JAM_A02;T04;14;MORTA;NI;NI;0.7;38;0.113411495;0.607425529;0.38;0.298451302;1.598488234;O;NA;NA;D;2;NA;16.49;NA;NA;NA;NA;20111203;498793.3896;8988950.927;;;
JAM_A02;T04;15;BACABA;Oenocarpus bacaba;Arecaceae;NA;5.2;0.002123717;0.006863363;0.052;0.040840704;0.131987752;P;S;3;A;NA;5.26;8.2;2.3;2.5;2.2;2.7;20111203;498795.0262;8988954.654;;;
JAM_A02;T04;16;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;9.9;0.007697687;0.058806407;0.099;0.077754418;0.594004116;O;S;3;A;NA;10.17;16.65;0.5;2.3;0.8;3.2;20111203;498796.109;8988954.932;;;
JAM_A02;T04;17;MATAMATA JIBOIA;Eschweilera sp.;Lecythidaceae;0.83;44.8;0.157632553;3.320835234;0.448;0.351858377;7.412578647;O;C;1;A;NA;28.07;39.25;3.2;4.3;2.7;3;20111203;498802.1789;8988955.57;;;
JAM_A02;T04;18;BACABA;Oenocarpus bacaba;Arecaceae;NA;9.1;0.006503882;0.019402528;0.091;0.071471233;0.213214598;P;S;3;A;NA;15.11;18.69;1.6;1.8;1.7;2.6;20111203;498811.0774;8988955.91;;;
JAM_A02;T04;19;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;16.6;0.021642432;0.165321901;0.166;0.130376095;0.995915063;O;S;2;A;NA;10.97;16.65;1.3;1.9;2;2.2;20111203;498815.4166;8988955.52;;;
JAM_A02;T04;20;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;9.3;0.006792909;0.046195924;0.093;0.073042029;0.496730367;O;S;3;A;NA;9.55;14.83;0.8;1.6;1.4;1.1;20111203;498830.6197;8988957.417;;;
JAM_A02;T04;21;TAXI PRETO;Tachigali myrmecophila;Fabaceae;0.48;9.6;0.007238229;0.037880573;0.096;0.075398224;0.3945893;O;S;2;A;NA;11.89;16.96;1.6;2.2;1.6;0;20111203;498835.1224;8988957.541;;;
JAM_A02;T04;22;SUCUUBA;Himatanthus sucuuba;Euphorbiaceae;0.46;23.3;0.042638481;0.298902623;0.233;0.182997772;1.282843874;O;S;2;A;NA;14.15;23.41;4.4;1;1.8;2;20111203;498847.0699;8988958.702;;;
JAM_A02;T04;23;ABIURANA;Pouteria gongrijpii;Sapotaceae;0.8;28;0.061575216;0.614768992;0.28;0.219911486;2.195603541;O;C;2;A;NA;11.37;19.27;1.7;2.2;0;2;20111203;498849.9552;8988959.01;;;
JAM_A02;T04;24;MORTA;NI;NI;0.58;38.5;0.116415643;0.175200313;0.385;0.302378293;0.455065748;O;NA;NA;D;3;NA;4.4;NA;NA;NA;NA;20111203;498854.0183;8988955.493;;;
JAM_A02;T04;25;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;21.1;0.034966712;0.327754091;0.211;0.165719012;1.553336924;O;S;3;A;NA;12.29;20.43;1.6;2;1.4;1.6;20111203;498857.2651;8988959.135;;;
JAM_A02;T04;26;CARIPE;Licania octandra;Chrysobalanaceae;0.83;12.8;0.012867964;0.077774694;0.128;0.100530965;0.607614796;O;S;3;A;NA;6.25;11.3;3.2;2.6;2.6;3;20111203;498857.8883;8988953.265;;;
JAM_A02;T04;27;AÇAI;Euterpe oleracea;Arecaceae;NA;10.5;0.008659015;0.02530853;0.105;0.082466807;0.241033615;P;S;3;A;NA;11.9;21.54;2;2.2;2.2;1.4;20111203;498860.3427;8988959.557;;;
JAM_A02;T04;28;CARIPE;Licania octandra;Chrysobalanaceae;0.83;20.3;0.032365473;0.254718128;0.203;0.159435827;1.254769105;O;S;2;A;NA;5.3;14.72;4.6;4.2;4.8;2.4;20111203;498865.629;8988959.938;;;
JAM_A02;T04;29;ABIU VERMELHO;Pouteria cladantha;Sapotaceae;0.94;11.4;0.010207035;0.081513511;0.114;0.089535391;0.715030802;O;S;3;A;NA;9.19;13.08;1.9;1.7;1.4;1.5;20111203;498878.0824;8988961.035;;;
JAM_A02;T04;30;ENVIRA PRETA;Guatteria schomburgkiana;Annonaceae;0.6;10.9;0.009331316;0.073761493;0.109;0.0856084;0.676710948;O;S;2;A;NA;14.63;20.33;2.7;1.2;1.8;3;20111203;498884.1315;8988960.568;;;
JAM_A02;T04;31;INHARE;Helicostylis sp.;Moraceae;0.65;22.9;0.041187065;0.417813098;0.229;0.179856179;1.824511344;O;C;2;A;NA;16.17;23.99;2.7;1.2;1.8;3;20111203;498885.9556;8988960.299;;;
JAM_A02;T04;32;MAPATIRANA;Pourouma minor;Urticaceae;0.44;41;0.132025431;1.05010517;0.41;0.322013247;2.561232123;O;C;2;A;NA;13.83;27.6;3;3.2;5;2.8;20111203;498887.0759;8988957.271;;;
JAM_A02;T04;33;GUARUBA;Vochysia maxima;Vochysiaceae;0.49;16.6;0.021642432;0.128751519;0.166;0.130376095;0.775611559;O;S;2;A;NA;11.39;18.73;2.5;0.8;1.4;1.2;20111203;498887.1318;8988959.28;;;
JAM_A02;T04;34;GUARUBA;Vochysia maxima;Vochysiaceae;0.49;39.1;0.120072457;1.181254396;0.391;0.307090682;3.021110987;O;C;1;A;NA;18.1;30.98;3.8;2.7;4.3;2.6;20111203;498889.903;8988959.781;;;
JAM_A02;T04;35;BREU MANGA;Tetragastris altissima;Burseraceae;0.71;10.8;0.009160884;0.058252891;0.108;0.084823002;0.539378617;O;S;3;A;NA;11.24;13.86;1.6;0.4;0;2.4;20111203;498896.0862;8988961.63;;;
JAM_A02;T04;36;ABIU CRAMURI;Pouteria krukovii;Sapotaceae;0.78;10.4;0.008494867;0.069943096;0.104;0.081681409;0.672529769;O;S;2;A;NA;10.97;16.22;1;1.3;2.2;1.5;20111203;498902.042;8988962.459;;;
JAM_A02;T04;37;CACAU;Theobroma glaucum;Malvaceae;0.53;7.9;0.00490167;0.020977321;0.079;0.062046455;0.265535703;O;S;2;A;NA;9.69;12.47;1.3;1.2;0.9;1.4;20111203;498905.9606;8988962.341;;;
JAM_A02;T04;38;BABAÇU;Orbignya phalerata;Arecaceae;NA;23.9;0.044862728;0.116574306;0.239;0.187710161;0.487758604;P;S;2;A;NA;4.47;13.93;3.6;3.7;3.5;2.3;20111203;498913.2848;8988962.266;;;
JAM_A02;T04;39;JOAO MOLE;Neea oppositifolia;Nyctaginaceae;0.89;17.8;0.024884555;0.143401007;0.178;0.139800873;0.805623634;O;S;3;A;NA;2.71;9.96;1.5;1;1.2;2.5;20111203;498927.3979;8988963.984;;;
JAM_A02;T04;40;ENVIRA PRETA;Guatteria schomburgkiana;Annonaceae;0.6;11.6;0.010568318;0.081503994;0.116;0.091106187;0.702620641;O;S;3;A;NA;12.49;19.83;1.2;1.4;1.1;1.3;20111203;498930.1053;8988963.979;;;
JAM_A02;T04;41;ACARIQUARA;Minquartia guianensis;Olacaceae;0.77;24.5;0.047143525;0.568857104;0.245;0.19242255;2.321865732;O;S;3;A;NA;13.1;24.18;2.5;1.5;1.4;3.2;20111203;498930.1484;8988963.38;;;
JAM_A02;T04;42;UCUUBA;Virola melinoni;Myristicaceae;0.48;7;0.003848451;0.014703178;0.07;0.054977871;0.210045396;O;S;3;A;NA;7.13;12.38;1.5;1.7;1.6;1.3;20111203;498931.9501;8988964.813;;;
JAM_A02;T04;43;MUIRACATIARA;Astronium gracile;Anacardiaceae;0.73;44.4;0.154830252;3.171484112;0.444;0.348716785;7.142982234;O;E;1;A;NA;26.19;43.3;4.3;1.6;3;3.8;20111203;498932.5414;8988964.956;;;
JAM_A02;T04;44;UCUUBA VERMELHA;Virola mollissima;Myristicaceae;0.48;28.2;0.062458004;0.529199843;0.282;0.221482282;1.876595188;O;S;2;A;NA;21.13;27.46;2.3;2;2;1.8;20111203;498932.7624;8988964.671;;;
JAM_A02;T04;45;MORTA;NI;NI;0.58;57;0.255175863;2.401340491;0.57;0.447676953;4.212878055;O;NA;NA;D;3;NA;41.34;NA;NA;NA;NA;20111203;498935.9406;8988963.697;;;
JAM_A02;T04;46;MUIRAPIRANGA;Brosimum rubescens;Moraceae;0.83;16.8;0.022167078;0.257633576;0.168;0.131946891;1.533533192;O;S;3;A;NA;14.12;21.73;1.3;2.2;1.8;1.6;20111203;498940.6348;8988965.339;;;
