area,transect,tree,common_name,scientific_name,family_name,type,WSD_10,DBH_10,canopy_10,light_10,dead_10,dclass_10,Hcom_09,Htot_10,RN_10,RS_10,RE_10,RW_10,date_10,WSD_11,DBH_11,canopy_11,light_11,dead_11,dclass_11,Hcom_11,Htot_11,RN_11,RS_11,RE_11,RW_11,date_11,UTM_Easting,UTM_Northing
TAP_A01,T02,2538,NA,NA,NA,O,0.64,18.9,C,1,A,NA,15.65,19.05,-1.8,5.3,3.75,1.85,20100116-20100213,0.64,20.4,C,1,A,NA,13.21,19.94,1,5,3.9,2,20110704-20110711,726454.89,9666296.98
TAP_A01,T02,2539,MOROTOTO,Schefflera morototonii,Araliaceae,O,0.452896923,9.2,C,1,A,NA,12.88,15.01,0.75,1.3,0.55,1.65,20100116-20100213,0.452896923,9.3,S,2,A,NA,11.77,13.4,0.9,1,0.7,0.8,20110704-20110711,726454.09,9666297.73
TAP_A01,T02,2540,NA,NA,NA,O,0.64,95.3,E,1,A,NA,34.35,46.19,9.15,5.9,6,6.65,20100116-20100213,0.64,96.5,E,1,A,NA,34.09,44.3,5.7,8.5,5.9,6.3,20110704-20110711,726452.33,9666288.95
TAP_A01,T02,2541,NA,NA,NA,O,0.64,26.8,C,1,A,NA,18,21.85,3.5,2.9,4.2,4.15,20100116-20100213,0.64,27.2,C,1,A,NA,11.63,21.42,2.3,2,3.2,2.8,20110704-20110711,726440.29,9666297.39
TAP_A01,T02,2542,UCUUBA VERMELHA,Virola elongata,Myristicaceae,O,0.52,77.5,E,1,A,NA,38.23,46.44,5.25,8.5,5.9,8.7,20100116-20100213,0.52,78.3,E,1,A,NA,24.08,40.42,5.4,7.4,3.8,6,20110704-20110711,726438.19,9666296.71
TAP_A01,T02,2543,NA,NA,NA,O,0.7,12.4,S,NA,D,2,NA,5.98,NA,NA,NA,NA,20100116-20100213,0.7,12.4,NA,NA,D,2,NA,6.18,NA,NA,NA,NA,20110704-20110711,726432.7,9666298.05
TAP_A01,T02,2544,MASSARANDUBA,Manilkara huberi,Sapotaceae,O,0.93,70,E,1,A,NA,27.62,45.33,14.2,2.5,7,9.65,20100116-20100213,0.93,71.1,E,1,A,NA,33.86,54.4,9,3,6.5,11.6,20110704-20110711,726427.95,9666291.89
TAP_A01,T02,2545,NA,NA,NA,L,0.64,11.7,C,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,13.1,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726418.69,9666297.56
TAP_A01,T02,2546,NA,NA,NA,O,0.64,24,C,2,A,NA,17.13,23.11,1.95,3.55,4,2.15,20100116-20100213,0.64,26.4,S,2,A,NA,15.29,25.97,4,3.8,4.1,3,20110704-20110711,726418.39,9666297.26
TAP_A01,T02,2547,NA,NA,NA,O,0.64,48.2,E,1,A,NA,25.56,32.17,3.4,2,2.7,6.8,20100116-20100213,0.64,49,C,2,A,NA,21.65,42.69,3.1,3,3.6,3.4,20110704-20110711,726416.39,9666297.93
TAP_A01,T02,2548,NA,NA,NA,O,0.58,20.6,S,NA,D,3,NA,5.85,NA,NA,NA,NA,20100116-20100213,0.58,20.6,NA,NA,D,3,NA,5.13,NA,NA,NA,NA,20110704-20110711,726415.19,9666297.49
TAP_A01,T02,2549,NA,NA,NA,O,0.64,14.6,C,2,A,NA,15.05,20.7,3.95,1.1,2.05,2.3,20100116-20100213,0.64,14.3,C,2,A,NA,25.07,30.49,2.3,2.5,2.2,1.4,20110704-20110711,726406.99,9666297.95
TAP_A01,T02,2550,NA,NA,NA,O,0.64,77.1,E,1,A,NA,30.68,45.56,9.25,4.6,8.35,13,20100116-20100213,0.64,78,E,1,A,NA,29.8,44.98,8.4,5.6,9.3,13.2,20110704-20110711,726403.76,9666293.27
TAP_A01,T02,2551,NA,NA,NA,O,0.64,6.1,S,3,A,NA,7.49,10.06,2.45,0.55,1.55,1.05,20100116-20100213,0.64,6.4,S,2,A,NA,1.57,15.3,NA,NA,NA,NA,20110704-20110711,726386,9666298.51
TAP_A01,T02,2552,NA,NA,NA,O,0.64,17.8,C,2,A,NA,7.71,17.78,3.8,2.3,3.2,3,20100116-20100213,0.64,18.4,C,2,A,NA,9.27,15.44,2.8,3.2,3.1,3.8,20110704-20110711,726385.29,9666297.42
TAP_A01,T02,2553,ACARIQUARA,Minquartia guianensis,Olacaceae,O,0.77,26.4,C,2,A,NA,10.04,13.15,1.7,0.85,0.75,9.95,20100116-20100213,0.77,26.9,S,2,A,NA,6.67,13.17,2.2,2,4.8,8.2,20110704-20110711,726371.28,9666296.73
TAP_A01,T02,2554,TAUARI,Couratari stellata,Lecythidaceae,O,0.633164762,35,E,1,A,NA,23.27,30.22,6.9,2.5,5.95,2.1,20100116-20100213,0.633164762,36.5,E,1,A,NA,19.96,29.18,5.6,2.2,6.3,5,20110704-20110711,726370.39,9666297.63
TAP_A01,T02,2555,INGA,Inga marginata,Fabaceae,O,0.573055556,18.2,C,2,A,NA,20.33,25.48,5.25,0.75,4.1,4.45,20100116-20100213,0.573055556,19.1,C,2,A,NA,16.31,23.48,4.8,2.8,3,2.3,20110704-20110711,726364.49,9666298.18
TAP_A01,T02,2556,NA,NA,NA,O,0.64,18.1,S,2,A,NA,7.31,15.86,2.45,2.3,1.55,2.3,20100116-20100213,0.64,18.1,S,2,A,NA,10.01,17.7,3.3,2.9,2.3,2.2,20110704-20110711,726359.4,9666298.72
TAP_A01,T02,2557,NA,NA,NA,O,0.64,21,C,2,A,NA,16.97,21.04,3.75,1.2,4.6,1.65,20100116-20100213,0.64,21.3,S,3,A,NA,14.01,21.44,4.7,3.2,3.8,2.6,20110704-20110711,726349.9,9666298.54
TAP_A01,T02,2558,NA,NA,NA,O,0.64,20.6,C,2,A,NA,15.3,23.1,2.1,1,2.25,1.8,20100116-20100213,0.64,20.4,C,2,A,NA,14.53,23.98,2.5,1.8,2.3,7.7,20110704-20110711,726346.79,9666298.12
TAP_A01,T02,2559,NA,NA,NA,O,0.64,8.6,S,3,A,NA,10.29,15.04,2.25,2.55,-1.95,4.6,20100116-20100213,0.64,9.3,S,2,A,NA,14.08,18.82,2.5,2.8,3.5,1,20110704-20110711,726346.13,9666298.42
TAP_A01,T02,2560,INGA,Inga marginata,Fabaceae,O,0.573055556,5.2,S,3,A,NA,5.19,10.45,1.15,2.2,0.45,1.85,20100116-20100213,0.573055556,5.7,S,2,A,NA,7.13,10.95,0.5,2.8,0.8,2.1,20110704-20110711,726344.18,9666298.55
TAP_A01,T02,2561,NA,NA,NA,O,0.64,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,5.1,S,3,A,NA,NA,NA,1.1,1.5,1.1,1,20110704-20110711,726480.4,9666298.03
TAP_A01,T02,2562,NA,NA,NA,P,0.64,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,26.4,S,3,A,NA,NA,15,7,0.8,4.2,7.2,20110704-20110711,726503.79,9666297.7
TAP_A01,T03,2601,QUINA,NA,NA,O,0.64,134.6,E,1,A,NA,33.65,46.11,12.75,12.5,12.4,6.2,20100116-20100213,0.64,135.3,E,1,A,NA,30.96,44.86,10,10.9,9.1,12,20110704-20110711,726631.48,9666096.45
TAP_A01,T03,2602,NA,NA,NA,O,0.64,7.7,S,3,A,NA,6.12,13.12,2.15,1.13,1.3,0.55,20100116-20100213,0.64,7.9,S,2,A,NA,8.63,13.2,1.7,1.8,1.3,1.4,20110704-20110711,726648.87,9666094.25
TAP_A01,T03,2603,NA,NA,NA,L,0.64,7.6,S,3,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,7.7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726650.77,9666094.32
TAP_A01,T03,2604,UCUUBA VERMELHA,Virola elongata,Myristicaceae,O,0.52,54.5,C,1,A,NA,21.74,35.34,5.6,2.9,3,3.15,20100116-20100213,0.52,54.6,E,1,A,NA,21.83,29.52,5.3,3.5,5.6,4.6,20110704-20110711,726657.11,9666098.94
TAP_A01,T03,2605,NA,NA,NA,O,0.64,8.3,S,3,A,NA,13.02,16.3,1.75,0.95,0.8,2.9,20100116-20100213,0.64,8.5,S,3,A,NA,11.19,15.93,1.6,1.7,1.4,3,20110704-20110711,726673.86,9666094.96
TAP_A01,T03,2606,NA,NA,NA,O,0.64,18.7,C,2,A,NA,13.06,17.26,6.05,2.9,9.6,1.2,20100116-20100213,0.64,19.2,C,2,A,NA,11.65,17.12,4.4,2.8,6.3,1.1,20110704-20110711,726688.22,9666095.01
TAP_A01,T03,2607,NA,NA,NA,O,0.64,5.6,S,3,A,NA,9.01,14.27,1.15,0.9,-1,2.75,20100116-20100213,0.64,5.6,S,3,A,NA,11.86,14.85,0.8,1.1,0.5,2.5,20110704-20110711,726692.36,9666095.35
TAP_A01,T03,2608,BREU,Protium hepytaphillum ,Burseraceae,O,0.629,29.8,C,2,A,NA,15.7,21.7,4.5,6.75,5.95,5.15,20100116-20100213,0.629,30.7,C,2,A,NA,11.13,25.63,3,4.8,5.5,4.6,20110704-20110711,726700.04,9666095.82
TAP_A01,T03,2609,NA,NA,NA,O,0.64,30.3,C,2,A,NA,24.26,30.49,3.25,1.45,3.35,0.85,20100116-20100213,0.64,31,C,1,A,NA,19.27,26.68,3.2,4.1,2.9,2.8,20110704-20110711,726699.98,9666097.72
TAP_A01,T03,2610,INGA,Inga marginata,Fabaceae,O,0.573055556,45.8,C,2,A,NA,17.23,28.11,10.25,2.65,3.25,8,20100116-20100213,0.573055556,46,E,1,A,NA,18.2,25.66,5.1,2.6,3.7,7.8,20110704-20110711,726703.54,9666098.84
TAP_A01,T03,2611,NA,NA,NA,O,0.64,9.2,S,3,A,NA,3.69,20.62,2.4,1.95,1.15,2.1,20100116-20100213,0.64,9.2,S,3,A,NA,3.68,12.27,1.4,1.3,1.4,1.5,20110704-20110711,726706.18,9666096.28
TAP_A01,T03,2612,NA,NA,NA,O,0.64,14.6,S,2,A,NA,10.77,16.68,3.4,1.25,2.98,1.65,20100116-20100213,0.64,15.4,S,2,A,NA,8.55,12.4,3.6,2.6,3.1,1.1,20110704-20110711,726708.94,9666096.08
TAP_A01,T03,2613,NA,NA,NA,O,0.64,5.7,S,2,A,NA,2.54,7.59,1.75,1.3,0.95,2.05,20100116-20100213,0.64,6,S,2,A,NA,3.05,11.89,2.4,2.2,1.6,2.5,20110704-20110711,726712.74,9666096.06
TAP_A01,T03,2614,NA,NA,NA,O,0.64,6.9,S,2,A,NA,4.96,7.99,0.25,1.65,3,0.45,20100116-20100213,0.64,7.7,S,3,A,NA,7.44,11.09,1.4,2.1,2.8,1.1,20110704-20110711,726718.53,9666096.46
TAP_A01,T03,2615,NA,NA,NA,O,0.64,27.9,S,3,A,NA,9.9,14.37,1.3,2.85,2.6,3.55,20100116-20100213,0.7,27.9,NA,NA,D,2,1.11,6.78,NA,NA,NA,NA,20110704-20110711,726725.89,9666097.91
TAP_A01,T03,2616,MUMBACA,Astrocaryum gynacanthum,Arecaceae,P,0.508,5.3,S,3,A,NA,2.31,3.91,2.2,2.55,2.4,1.45,20100116-20100213,0.58,5.3,NA,NA,D,3,1.39,2.21,NA,NA,NA,NA,20110704-20110711,726730.13,9666096.86
TAP_A01,T03,2617,NA,NA,NA,O,0.45,54.1,S,NA,D,4,NA,2.24,NA,NA,NA,NA,20100116-20100213,0.45,54.1,NA,NA,D,4,NA,2.24,NA,NA,NA,NA,20110704-20110711,726739.48,9666098.48
TAP_A01,T03,2618,LOURO AMARELO,Aniba parviflora,Lauraceae,O,0.54,69.4,E,1,A,NA,31.61,39.61,10.1,7.55,9.45,6,20100116-20100213,0.54,72.2,E,1,A,NA,33.11,41.3,9.8,10.4,10.2,6.7,20110704-20110711,726745.47,9666098.79
TAP_A01,T03,2619,NA,NA,NA,O,0.64,11,S,3,A,NA,8.68,14.69,1.55,1.2,1.05,2.8,20100116-20100213,0.64,12,C,1,A,NA,14.42,18.88,1.8,2.2,1.1,2.4,20110704-20110711,726754.2,9666098.15
TAP_A01,T03,2620,NA,NA,NA,O,0.64,38.7,E,1,A,NA,16.61,22.18,3.2,6.9,8,4.3,20100116-20100213,0.64,38.8,E,1,A,NA,19.97,33.51,3,5.7,5.6,2.5,20110704-20110711,726764.49,9666098.54
TAP_A01,T03,2621,NA,NA,NA,O,0.64,6.1,S,3,A,NA,3.38,7.58,1.45,1.3,1.15,2,20100116-20100213,0.64,6.1,S,3,A,NA,3.52,6.93,1.6,1,0.9,1,20110704-20110711,726766.4,9666098.21
TAP_A01,T03,2622,NA,NA,NA,O,0.64,29,C,2,A,NA,16.94,23.36,4.8,5,5.6,6.35,20100116-20100213,0.64,29.4,C,2,A,NA,12.53,23.94,5,5,4.9,5.2,20110704-20110711,726766.6,9666098.22
TAP_A01,T03,2623,NA,NA,NA,O,0.64,16.8,C,2,A,NA,18.41,22.39,0.9,2.08,2.7,0.75,20100116-20100213,0.64,16.8,C,2,A,NA,15.03,22.22,2.2,2.4,2.8,2.6,20110704-20110711,726782.4,9666098.56
TAP_A01,T03,2624,INGA,Inga marginata,Fabaceae,O,0.573055556,9.8,S,2,A,NA,12.13,15.87,0.15,5.65,4.05,2.2,20100116-20100213,0.573055556,10.3,S,2,A,NA,10.07,15.74,1.8,4.8,2.5,2,20110704-20110711,726799.78,9666099.46
TAP_A01,T03,2625,NA,NA,NA,O,0.64,7.6,S,2,A,NA,13.79,21.3,1.2,3.35,2.1,1.2,20100116-20100213,0.64,7.8,S,3,A,NA,8.89,14.26,1.5,1.9,1.3,2.1,20110704-20110711,726801.79,9666099.23
TAP_A01,T03,2626,EMBAUBA VERMELHA,Cecropia distachya,Urticaceae,O,0.358461538,10.7,C,2,A,NA,10.06,15.25,0.45,3.75,3.25,0.8,20100116-20100213,0.358461538,11.6,S,2,A,NA,7.99,13.71,1.7,4.2,3.2,2.2,20110704-20110711,726803.17,9666099.73
TAP_A01,T03,2627,NA,NA,NA,O,0.64,8,S,3,A,NA,3.45,4.33,0.55,0.55,0.65,0.5,20100116-20100213,0.64,8,S,2,A,NA,2.74,4.16,1,0.5,0.9,1.3,20110704-20110711,726817.97,9666100.09
TAP_A01,T03,2628,NA,NA,NA,O,0.64,9.6,C,2,A,NA,7.82,12.13,3.35,2.45,2.75,2.5,20100116-20100213,0.64,9.6,S,2,A,NA,7.14,13.4,3,2.6,2.5,2.8,20110704-20110711,726815.47,9666099.9
TAP_A01,T03,2629,EMBAUBA VERMELHA,Cecropia distachya,Urticaceae,O,0.358461538,22.2,E,1,A,NA,18.05,26.75,4.5,1.75,2.75,2.65,20100116-20100213,0.358461538,24.3,C,1,A,NA,18.85,25.13,5.5,1.9,3,3.4,20110704-20110711,726817.45,9666100.67
TAP_A01,T03,2630,NA,NA,NA,O,0.64,8.7,S,3,A,NA,1.95,4.9,0.65,0.25,0.45,0.45,20100116-20100213,0.7,8.7,NA,NA,D,2,1.88,2.86,NA,NA,NA,NA,20110704-20110711,726821.08,9666099.85
TAP_A01,T03,2631,NA,NA,NA,O,0.64,14,S,3,A,NA,12.06,25.65,2.65,2.2,1.2,2.45,20100116-20100213,0.64,14.3,S,2,A,NA,8.91,16.11,2.8,2.6,1.7,2.4,20110704-20110711,726827.68,9666099.98
TAP_A01,T03,2632,NA,NA,NA,O,0.64,25.9,C,2,A,NA,25.31,30.91,3.3,1.45,1,3.8,20100116-20100213,0.64,26.4,C,2,A,NA,27.74,34.8,3,2.8,1.9,3.3,20110704-20110711,726828.02,9666101.59
TAP_A01,T03,2633,NA,NA,NA,O,0.64,8.4,S,2,A,NA,7.43,12.13,2.45,2.55,2.55,1.9,20100116-20100213,0.64,8.4,S,2,A,NA,6.4,13.89,2.8,2.5,2.6,2,20110704-20110711,726834.06,9666100.65
TAP_A01,T03,2634,BREU,Protium hepytaphillum ,Burseraceae,O,0.629,24.8,C,1,A,NA,16.72,24.35,6.25,-1,3.65,2.15,20100116-20100213,0.629,25.3,C,2,A,NA,13.08,24.78,3.8,1.7,2,2.2,20110704-20110711,726834.66,9666100.47
TAP_A01,T03,2635,NA,NA,NA,O,0.64,23.5,C,1,A,NA,27.18,32.11,2.7,1.2,5.3,1.45,20100116-20100213,0.64,23.8,C,2,A,NA,18.22,25.92,2.7,2.7,4,1.3,20110704-20110711,726841.14,9666101.29
TAP_A01,T03,2636,NA,NA,NA,O,0.64,48.4,E,1,A,NA,31.21,44.12,4.5,3.8,2.5,3.4,20100116-20100213,0.64,49.8,E,1,A,NA,21.16,38.92,3.7,4,3.5,3.7,20110704-20110711,726859.34,9666101.67
TAP_A01,T03,2637,NA,NA,NA,O,0.64,53.1,C,2,A,NA,20.28,27.08,8.7,4.65,4.45,3.8,20100116-20100213,0.64,54.3,S,2,A,NA,13.61,24.09,8,3.8,4.2,3.4,20110704-20110711,726859.9,9666102.84
TAP_A01,T03,2638,NA,NA,NA,O,0.64,10.8,S,2,A,NA,13.02,18.91,-0.2,5.5,3.55,3.5,20100116-20100213,0.64,10.4,S,2,A,NA,11.01,12.97,1.2,3.8,3.8,3.9,20110704-20110711,726860.66,9666101.11
TAP_A01,T03,2639,NA,NA,NA,O,0.58,87.3,S,NA,D,3,NA,10.32,NA,NA,NA,NA,20100116-20100213,0.58,87.3,NA,NA,D,3,NA,10.7,NA,NA,NA,NA,20110704-20110711,726862.74,9666104.44
TAP_A01,T03,2640,NA,NA,NA,O,0.64,8.9,S,3,A,NA,6.11,12.45,1.4,3.1,2.5,2.1,20100116-20100213,0.64,9.2,S,3,A,NA,5.56,13.05,2.3,2.8,2.5,2,20110704-20110711,726866.24,9666101.76
TAP_A01,T03,2641,NA,NA,NA,O,0.58,12.6,S,NA,D,3,NA,2.58,NA,NA,NA,NA,20100116-20100213,0.58,12.6,NA,NA,D,3,NA,2.58,NA,NA,NA,NA,20110704-20110711,726872.74,9666101.78
TAP_A01,T03,2642,QUINARANA,Geissospermum sericeum,Apocynaceae,O,0.782,9.4,S,3,A,NA,10.42,15.18,1.35,1.85,1.3,1.5,20100116-20100213,0.58,0,NA,NA,D,3,NA,NA,NA,NA,NA,NA,20110704-20110711,726881.25,9666101.78
TAP_A01,T03,2643,NA,NA,NA,O,0.64,5,S,3,A,NA,3.74,9.67,1.85,1.3,1,1.8,20100116-20100213,0.64,6.1,S,3,A,NA,7.45,10.1,1.8,1.4,1,3,20110704-20110711,726889.54,9666102.01
TAP_A01,T03,2644,NA,NA,NA,O,0.64,5.9,S,3,A,NA,7.74,14.7,2.55,0.5,1.95,1,20100116-20100213,0.64,6.1,S,3,A,NA,7.4,17.48,2.2,0.8,1.8,1.2,20110704-20110711,726890.13,9666102.38
TAP_A01,T03,2645,NA,NA,NA,O,0.64,24.1,C,2,A,NA,16.31,25.59,4.95,2.03,3.7,4.8,20100116-20100213,0.64,24.6,C,2,A,NA,15.98,26.92,3.5,3,2,2.6,20110704-20110711,726891.91,9666102.94
TAP_A01,T03,2646,TAXI VERMELHO,Tachigali alba,Fabaceae,O,0.560284357,89.4,E,1,A,NA,38.55,46.96,10.25,17.05,8.3,11.7,20100116-20100213,0.560284357,89.4,E,1,A,NA,41.6,58.72,6.7,11,8.2,10,20110704-20110711,726906.38,9666104.14
TAP_A01,T03,2647,NA,NA,NA,O,0.64,24.4,C,2,A,NA,22.66,28.63,5.9,4.5,3.65,1.6,20100116-20100213,0.64,25.1,C,2,A,NA,15.03,21.87,5.6,3.8,3.4,2.5,20110704-20110711,726907.93,9666102.8
TAP_A01,T03,2648,NA,NA,NA,O,0.58,73.9,S,NA,D,3,NA,8.57,NA,NA,NA,NA,20100116-20100213,0.58,73.9,NA,NA,D,3,NA,7.84,NA,NA,NA,NA,20110704-20110711,726911.54,9666105.52
TAP_A01,T03,2649,NA,NA,NA,O,0.58,25.5,S,NA,D,3,NA,2.2,NA,NA,NA,NA,20100116-20100213,0.58,25.5,NA,NA,D,3,NA,2.2,NA,NA,NA,NA,20110704-20110711,726914,9666103.61
TAP_A01,T03,2650,NA,NA,NA,O,0.64,10.1,C,2,A,NA,12.07,23.13,2,2.4,1.9,2.15,20100116-20100213,0.64,10.5,S,2,A,NA,8.73,13.27,2,2.2,1.6,2.4,20110704-20110711,726915.23,9666102.95
TAP_A01,T03,2651,NA,NA,NA,O,0.64,12.3,C,2,A,NA,8.17,12.56,2.25,3.65,2.35,2.49,20100116-20100213,0.64,12.3,S,2,A,NA,6.53,12.73,2.2,3,2.7,2.7,20110704-20110711,726917.8,9666103.84
TAP_A01,T03,2652,NA,NA,NA,O,0.64,6.2,S,3,A,NA,7.37,11.95,2.44,1.4,1.4,1,20100116-20100213,0.64,6.5,S,1,A,NA,7.33,13.08,1.2,1.3,1.5,1.8,20110704-20110711,726920.6,9666103.68
TAP_A01,T03,2653,NA,NA,NA,O,0.64,9.2,S,3,A,NA,3.45,11.48,2.07,1.98,2,2.2,20100116-20100213,0.64,9.3,S,2,A,NA,3.26,9.14,2,1.8,2.2,1.5,20110704-20110711,726926.81,9666103.65
TAP_A01,T03,2654,NA,NA,NA,O,0.64,37.3,C,2,A,NA,25.87,29.55,8.25,7.35,4.3,1.9,20100116-20100213,0.64,37.8,E,1,A,NA,20.17,34.05,5.3,5.7,7,4,20110704-20110711,726929.85,9666105.35
TAP_A01,T03,2655,NA,NA,NA,O,0.64,5.6,S,3,A,NA,3.81,7.2,2.65,1.2,1.25,1.5,20100116-20100213,0.64,5.7,S,3,A,NA,8.62,11.92,3.1,1.7,1.6,1.6,20110704-20110711,726938.2,9666104.04
TAP_A01,T03,2656,NA,NA,NA,O,0.64,5.2,S,3,A,NA,5.62,9.39,2.25,-1.2,1.05,2,20100116-20100213,0.64,5.1,S,3,A,NA,5.88,10.96,1.7,-0.5,1,2.3,20110704-20110711,726941.81,9666103.77
TAP_A01,T03,2657,NA,NA,NA,O,0.64,8.1,S,2,A,NA,4.39,10.51,1.94,2,1.6,3.03,20100116-20100213,0.64,8,S,2,A,NA,4,6.24,2.3,2,1.7,3.2,20110704-20110711,726942.4,9666104.29
TAP_A01,T03,2658,NA,NA,NA,O,0.64,20.7,C,2,A,NA,7.72,11.24,5.7,0.6,1.7,4.3,20100116-20100213,0.64,20.9,C,2,A,NA,7.09,17.43,4.5,2.5,3.5,3.7,20110704-20110711,726951.97,9666105.17
TAP_A01,T03,2659,NA,NA,NA,O,0.64,8.3,S,3,A,NA,3.81,8.97,2.05,0.9,2.3,1.3,20100116-20100213,0.64,8.5,S,3,A,NA,3.62,9.56,2.1,2.2,2.1,1.4,20110704-20110711,726953.29,9666104.56
TAP_A01,T03,2660,NA,NA,NA,O,0.64,5.2,S,3,A,NA,8.94,10.68,0.59,1.4,1.1,0.8,20100116-20100213,0.64,5.1,S,2,A,NA,7.54,11.22,0.7,1.2,0.7,0.8,20110704-20110711,726957,9666104.39
TAP_A01,T03,2661,LOURO AMARELO,Aniba parviflora,Lauraceae,O,0.54,5.8,S,2,A,NA,8.18,11.59,1.18,1.9,2.4,0.8,20100116-20100213,0.54,6.2,S,2,A,NA,6.06,13.74,1,2.7,2.9,1.1,20110704-20110711,726958.19,9666104.83
TAP_A01,T03,2662,NA,NA,NA,O,0.64,5.1,S,3,A,NA,2.34,8.22,0.82,2.05,1.35,1.8,20100116-20100213,0.64,5.2,S,2,A,NA,3.46,8.11,1.2,2,1,1.5,20110704-20110711,726968.99,9666104.96
TAP_A01,T03,2663,NA,NA,NA,O,0.64,46,E,1,A,NA,24.88,32.38,7.4,7.55,5.5,3.63,20100116-20100213,0.64,46.9,E,1,A,NA,21.76,33.73,5.3,5.8,6.2,4.3,20110704-20110711,726988.96,9666106.29
TAP_A01,T03,2664,NA,NA,NA,O,0.45,12,S,NA,D,4,NA,1.82,NA,NA,NA,NA,20100116-20100213,0.45,12,NA,NA,D,4,NA,1.82,NA,NA,NA,NA,20110704-20110711,726992.27,9666105.81
TAP_A01,T03,2665,NA,NA,NA,O,0.64,11.4,C,2,A,NA,6.83,16.88,1.78,2.7,2.7,2.15,20100116-20100213,0.64,11.5,S,2,A,NA,3.81,17.13,2,2.8,2.7,2.9,20110704-20110711,726995.84,9666106.73
TAP_A01,T03,2666,NA,NA,NA,O,0.64,10.2,S,2,A,NA,10.7,12.9,2.8,0.68,1.4,1.8,20100116-20100213,0.64,10.3,S,2,A,NA,7.66,13.38,2.5,1.6,1.6,1.8,20110704-20110711,727003.56,9666106.35
TAP_A01,T03,2667,NA,NA,NA,O,0.64,31.2,C,2,A,NA,13.47,26.04,4.5,4.84,6.45,5.9,20100116-20100213,0.64,32,C,1,A,NA,18.29,22.28,0.6,3.8,2.6,0.6,20110704-20110711,727009.04,9666107.09
TAP_A01,T03,2668,NA,NA,NA,O,0.64,9.7,C,2,A,NA,10.82,17.35,2.8,-0.25,1.35,2.12,20100116-20100213,0.64,9.7,S,3,A,NA,9.37,17.97,2,1.2,1.5,2.3,20110704-20110711,727026.94,9666107.41
TAP_A01,T03,2669,NA,NA,NA,O,0.64,8.4,S,3,A,NA,4.54,10.99,2.38,0.33,1.86,1.13,20100116-20100213,0.64,8.5,S,2,A,NA,6.98,11.03,2,1.5,2.4,1.3,20110704-20110711,727030.76,9666106.99
TAP_A01,T03,2670,NA,NA,NA,O,0.64,8.2,S,3,A,NA,6.41,10.02,3.22,0.65,2.98,1.54,20100116-20100213,0.64,8.7,S,2,A,NA,6.35,9.77,2.7,1,1.8,1.7,20110704-20110711,727035.34,9666107.45
TAP_A01,T03,2671,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,36.7,E,1,A,NA,24.01,35.62,5.06,1.75,6.3,4.1,20100116-20100213,0.568911481,39.4,E,1,A,NA,27.79,39,3.8,2.4,5.2,5,20110704-20110711,727046.91,9666108.5
TAP_A01,T03,2672,NA,NA,NA,O,0.64,9.7,C,2,A,NA,3.68,12.6,2.93,2.12,2.82,2.04,20100116-20100213,0.64,10,S,2,A,NA,19.96,24.51,2.7,2.2,3.1,2,20110704-20110711,727055.74,9666107.85
TAP_A01,T03,2673,NA,NA,NA,O,0.64,19.7,C,2,A,NA,16.77,22.77,4.09,1.68,1.96,1.96,20100116-20100213,0.64,20.4,C,1,A,NA,19.54,24.34,2.9,2.7,2.5,2.6,20110704-20110711,727057.13,9666108.1
TAP_A01,T03,2674,NA,NA,NA,O,0.64,23.2,C,1,A,NA,10.08,16.54,4.06,1.71,2.07,2.48,20100116-20100213,0.64,23.6,C,1,A,NA,10.36,18.62,3.9,2.7,2,2.6,20110704-20110711,727064.53,9666108.3
TAP_A01,T03,2675,NA,NA,NA,O,0.58,73.2,C,NA,D,3,NA,13.39,NA,NA,NA,NA,20100116-20100213,0.58,73.2,NA,NA,D,3,NA,13.05,NA,NA,NA,NA,20110704-20110711,727067.06,9666113.24
TAP_A01,T03,2676,NA,NA,NA,O,0.58,59,C,NA,D,3,NA,5.98,NA,NA,NA,NA,20100116-20100213,0.58,59,NA,NA,D,3,NA,5.71,NA,NA,NA,NA,20110704-20110711,727068.48,9666109.84
TAP_A01,T03,2677,NA,NA,NA,O,0.64,84.4,E,1,A,NA,27.79,46.94,9.35,9.35,9.5,9.4,20100116-20100213,0.64,91,E,1,A,NA,31.51,47.49,10.3,7.8,6.4,7.4,20110704-20110711,727090.17,9666113.54
TAP_A01,T03,2678,NA,NA,NA,O,0.64,14.4,C,2,A,NA,NA,10.01,NA,NA,NA,NA,20100116-20100213,0.64,14.4,S,2,A,NA,8.79,10.08,0.5,1,0.8,0.5,20110704-20110711,727093.11,9666109.44
TAP_A01,T03,2679,NA,NA,NA,O,0.64,19.5,C,2,A,NA,11.92,20.93,0.8,4.47,2.76,3,20100116-20100213,0.64,20.2,C,2,A,NA,13.03,20.65,0.8,4.4,2.6,3.3,20110704-20110711,727097.11,9666109.33
