area,transect,tree,common_name,scientific_name,family_name,type,WSD_10,DBH_10,canopy_10,light_10,dead_10,dclass_10,Hcom_09,Htot_10,RN_10,RS_10,RE_10,RW_10,date_10,WSD_11,DBH_11,canopy_11,light_11,dead_11,dclass_11,Hcom_11,Htot_11,RN_11,RS_11,RE_11,RW_11,date_11,UTM_Easting,UTM_Northing
TAP_A01,T01,2303,ANDIROBARANA,Guarea guidonia,Meliaceae,O,0.54763,54.7,E,1,A,NA,18.75,34.8,7.9,6.9,8.4,10.9,20100116-20100213,0.54763,55.2,S,2,A,NA,19.4,29.35,7.5,10.3,6.9,16,20110704-20110711,726129.57,9666871.9
TAP_A01,T01,2304,JARANA,Lecythis lurida,Lecythidaceae,O,0.83,89.2,E,1,A,NA,31.05,42.16,5.6,8,7.25,7.7,20100116-20100213,0.83,89.4,E,1,A,NA,27.93,38.02,6.7,4.9,7.9,6.4,20110704-20110711,726127.71,9666876.46
TAP_A01,T01,2305,NA,NA,NA,L,0.64,18,C,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,25.2,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726106.48,9666875.74
TAP_A01,T01,2306,NA,NA,NA,O,0.64,40.7,C,2,A,NA,20.59,31.54,4.25,9.7,3.1,5.95,20100116-20100213,0.64,43.7,C,2,A,NA,24.59,31.81,6.3,8.7,6.7,6.8,20110704-20110711,726104.62,9666877.19
TAP_A01,T01,2307,NA,NA,NA,O,0.64,9.6,S,2,A,NA,11.51,15.28,3.5,1.75,2.7,1.95,20100116-20100213,0.64,10.3,S,2,A,NA,10.87,14.94,3.4,2.5,2.6,3.8,20110704-20110711,726096.13,9666877.54
TAP_A01,T01,2308,NA,NA,NA,O,0.64,8.9,S,3,A,NA,5.86,12.84,4.15,3.4,3.5,3.45,20100116-20100213,0.64,9.5,S,2,A,NA,6.54,13.47,3.7,2.8,3.4,2.8,20110704-20110711,726078.13,9666878.03
TAP_A01,T01,2309,NA,NA,NA,O,0.64,11.4,C,2,A,NA,10.21,15.84,2.95,1.55,2.5,1,20100116-20100213,0.64,11.6,S,2,A,NA,11.52,18.4,2.4,1.2,2.9,0.5,20110704-20110711,726078.13,9666877.98
TAP_A01,T01,2310,NA,NA,NA,O,0.64,9.2,S,3,A,NA,7.2,14.37,2.7,1.9,2.5,1.05,20100116-20100213,0.64,9.5,S,2,A,NA,6.74,12.88,2.8,1.6,3,1.4,20110704-20110711,726067.63,9666878.09
TAP_A01,T01,2311,NA,NA,NA,O,0.64,10.2,S,3,A,NA,8.07,11.77,2.9,2.25,3.1,-0.8,20100116-20100213,0.64,10.4,S,2,A,NA,7.59,12.02,2,2.1,3.1,1.1,20110704-20110711,726064.53,9666878.03
TAP_A01,T01,2312,NA,NA,NA,O,0.64,31.9,C,1,A,NA,13.1,23.4,5.5,3.4,5.5,3.3,20100116-20100213,0.64,31.9,C,2,A,NA,13.37,25.88,4.7,5,4.8,2.7,20110704-20110711,726063.39,9666878.36
TAP_A01,T01,2313,NA,NA,NA,O,0.64,7.3,S,3,A,NA,7.27,8.95,0.65,1,0.65,0.65,20100116-20100213,0.64,7.2,S,3,A,NA,7.23,9.15,1,1,1,1,20110704-20110711,726054.25,9666879.03
TAP_A01,T01,2314,NA,NA,NA,O,0.64,16.5,S,2,A,NA,14.7,18.76,5.05,0.8,5.6,3.45,20100116-20100213,0.64,16.8,S,2,A,NA,13.5,24.93,5.5,1.4,2.4,5.2,20110704-20110711,726053.04,9666878.82
TAP_A01,T01,2315,URUCURANA,Sloanea guianensis,Elaeocarpaceae,O,0.821152911,68.2,C,1,A,NA,25.41,32.72,7.1,6.25,9.15,5.65,20100116-20100213,0.821152911,68.8,S,2,A,NA,12.72,32.85,7.2,6.3,9.1,5.5,20110704-20110711,726052.74,9666875.38
TAP_A01,T01,2316,NA,NA,NA,O,0.64,14.3,C,2,A,NA,9.03,17.07,2.4,3.7,-0.8,3.65,20100116-20100213,0.64,14.6,S,3,A,NA,12.95,18.62,2.2,3,0.5,2.6,20110704-20110711,726051.52,9666877.91
TAP_A01,T01,2317,NA,NA,NA,O,0.64,5.6,S,3,A,NA,3.92,12.18,-0.7,2.5,2.35,2.25,20100116-20100213,0.64,5.7,S,3,A,NA,5.67,12.35,-0.5,3.1,2.5,1.5,20110704-20110711,726044.75,9666878.96
TAP_A01,T01,2318,NA,NA,NA,O,0.64,52,E,1,A,NA,23.67,30.01,3.35,8.8,6.05,5.75,20100116-20100213,0.64,53.7,E,1,A,NA,23.52,38.29,3.4,5.7,6.5,4.6,20110704-20110711,726036.61,9666877.85
TAP_A01,T01,2319,NA,NA,NA,O,0.64,21.7,C,2,A,NA,12.88,19.95,4.35,1.8,3.25,3.8,20100116-20100213,0.64,21.9,S,3,A,NA,8.86,17.4,3.8,2.6,3,3.3,20110704-20110711,726032.41,9666877.78
TAP_A01,T01,2320,NA,NA,NA,O,0.64,7.8,S,3,A,NA,9.7,12.37,1.05,1,0.2,1.15,20100116-20100213,0.64,7.8,S,3,A,NA,7.76,11.51,1.2,1.5,1,2,20110704-20110711,726032.15,9666879.39
TAP_A01,T01,2321,NA,NA,NA,O,0.64,8.3,S,3,A,NA,3.2,9.88,0.9,3.2,3.2,0.95,20100116-20100213,0.64,8.4,S,3,A,NA,5.74,11.4,1.5,2.7,2.6,1.7,20110704-20110711,726030.75,9666879.38
TAP_A01,T01,2322,NA,NA,NA,O,0.58,47.9,S,NA,D,3,NA,3.88,NA,NA,NA,NA,20100116-20100213,0.58,47.9,NA,NA,D,3,1.47,3.16,NA,NA,NA,NA,20110704-20110711,726027.14,9666879.13
TAP_A01,T01,2323,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,58.3,C,2,A,NA,27.28,41.01,7.3,8.05,9.1,7.85,20100116-20100213,0.568911481,58.6,C,1,A,NA,23.1,37.05,3.3,6.4,-4.4,6.1,20110704-20110711,726024.07,9666876.82
TAP_A01,T01,2324,NA,NA,NA,O,0.64,15.9,S,3,A,NA,5.14,16.02,4.45,2.15,0.6,5.85,20100116-20100213,0.64,15.9,S,2,A,NA,3.82,13,3,2.2,1,7,20110704-20110711,726016.34,9666879.25
TAP_A01,T01,2325,EMBAUBARANA,Pourouma guianensis,Urticaceae,O,0.38,44,E,1,A,NA,20.18,29.9,10.9,3.9,3.35,6.35,20100116-20100213,0.38,44.4,C,2,A,NA,30.48,38.23,4,2.7,3.2,5,20110704-20110711,726014.01,9666878.22
TAP_A01,T01,2326,PARAPARA,Jacaranda copaia,Bignoniaceae,O,0.353578132,62.6,E,1,A,NA,34.93,41.27,5.75,6.3,6.1,4.95,20100116-20100213,0.353578132,63.3,E,1,A,NA,32.61,42.28,4.1,4.5,4.8,5,20110704-20110711,726009.15,9666879.57
TAP_A01,T01,2327,NA,NA,NA,O,0.64,44.5,C,1,A,NA,14.24,21.23,2.45,4.75,2.15,1.75,20100116-20100213,0.64,44.4,S,2,A,NA,5.18,22.85,3.1,3.2,2.6,1.7,20110704-20110711,726000.96,9666876.66
TAP_A01,T01,2328,NA,NA,NA,O,0.64,28.5,C,1,A,NA,13.98,20.96,2.45,5.15,-1.6,6.2,20100116-20100213,0.64,28.8,C,2,A,NA,22.22,27.63,2.7,3.1,-1.1,5.7,20110704-20110711,725996.3,9666878.05
TAP_A01,T01,2329,NA,NA,NA,O,0.64,5.3,S,3,A,NA,4.88,10.16,1.35,1.15,1.6,1.2,20100116-20100213,0.64,5.4,S,2,A,NA,5.17,10.84,1.5,1,1.5,1.3,20110704-20110711,725981.07,9666880.8
TAP_A01,T01,2330,NA,NA,NA,O,0.64,16.2,C,2,A,NA,7.95,18.4,2.6,3.2,2.75,3.05,20100116-20100213,0.64,17.7,S,2,A,NA,6.94,14.29,3,3.6,2.1,3.3,20110704-20110711,725979.47,9666880.59
TAP_A01,T01,2331,NA,NA,NA,O,0.64,5.7,S,3,A,NA,6.6,7.96,-1.3,25,-0.45,1.55,20100116-20100213,0.64,5.8,S,2,A,NA,5.39,6.74,0.5,1,-0.7,1.9,20110704-20110711,725951.39,9666881.83
TAP_A01,T01,2332,MURTA,Strychnos subcordata,Loganiaceae,O,0.54,20.5,C,2,A,NA,11.41,22.94,3.35,2.85,2.65,3.05,20100116-20100213,0.54,20.7,S,2,A,NA,12.75,18.5,3.6,2.5,2.6,2.7,20110704-20110711,725951.06,9666880.98
TAP_A01,T01,2333,NA,NA,NA,O,0.64,18.3,C,2,A,NA,10.51,19.77,3.8,2.15,0.75,2.6,20100116-20100213,0.64,17,S,2,A,NA,10.77,18.33,2.6,2.3,2,2.5,20110704-20110711,725947.26,9666880.75
TAP_A01,T01,2334,BREU BRANCO,Protium paniculatum,Burseraceae,O,0.49,9.6,S,3,A,NA,6.46,14.3,3.25,0.4,0.45,2.1,20100116-20100213,0.49,9.7,S,2,A,NA,6.7,17,3,1,2,1.7,20110704-20110711,725941.78,9666881.81
TAP_A01,T01,2335,NA,NA,NA,O,0.64,13.7,C,2,A,NA,16.4,18.66,3,-0.2,1.15,1,20100116-20100213,0.64,15.3,S,3,A,NA,15.53,20.77,2.8,-1,1.3,-1.4,20110704-20110711,725931.77,9666881.41
TAP_A01,T01,2336,NA,NA,NA,O,0.64,47.1,E,1,A,NA,29.73,34.99,3.8,6.25,7,4.9,20100116-20100213,0.64,47.7,C,2,A,NA,26.72,35.94,4.8,3.2,4.5,3.8,20110704-20110711,725931.58,9666881.86
TAP_A01,T01,2337,ABIU,Ecclinusa ramiflora,Sapotaceae,O,0.656666667,37.7,C,2,A,NA,26.79,33.55,4.55,7.75,7.5,3.2,20100116-20100213,0.656666667,39.5,E,1,A,NA,19.39,28.5,4.5,3.2,4.7,4,20110704-20110711,725917.63,9666880.42
TAP_A01,T01,2338,NA,NA,NA,O,0.64,56.1,E,1,A,NA,22.39,32.95,6.3,2.25,5.5,1.8,20100116-20100213,0.64,56.4,E,1,A,NA,23.2,35.63,7.7,1.2,3.3,1.4,20110704-20110711,725912.77,9666881.62
TAP_A01,T01,2339,NA,NA,NA,O,0.58,32.8,C,NA,D,3,NA,20.24,NA,NA,NA,NA,20100116-20100213,0.58,32.8,NA,NA,D,3,2.27,17.79,NA,NA,NA,NA,20110704-20110711,725912.14,9666880.59
TAP_A01,T01,2340,NA,NA,NA,O,0.64,12.9,C,2,A,NA,7.34,15.02,2.95,2.45,2.35,2.35,20100116-20100213,0.64,10.2,S,2,A,NA,5,14.65,3,2.5,2.7,2.8,20110704-20110711,725903.48,9666882.09
TAP_A01,T01,2341,NA,NA,NA,O,0.64,11.3,S,3,A,NA,8.81,14.41,3.9,3.2,3.2,3.8,20100116-20100213,0.64,11.5,S,2,A,NA,8.87,17.1,4.4,2.1,2.6,3.3,20110704-20110711,725898.11,9666883.15
TAP_A01,T01,2342,EMBAUBA BRANCA,Cecropia palmata,Urticaceae,O,0.345907708,10.5,C,1,A,NA,12.18,15.88,-0.75,3,3.85,1,20100116-20100213,0.345907708,11.7,C,2,A,NA,12.34,19.35,1.3,1.7,3.1,-0.7,20110704-20110711,725874.42,9666883.85
TAP_A01,T01,2343,CAFERANA,Quiina florida,Quiinaceae,O,0.728,6.7,S,3,A,NA,2.03,6.6,1.35,1.1,1.35,1.6,20100116-20100213,0.728,6.8,S,2,A,NA,2.92,6.06,1.7,1.1,1.5,2.1,20110704-20110711,725868.73,9666884.37
TAP_A01,T01,2344,NA,NA,NA,O,0.64,14,C,2,A,NA,5.92,11.02,0.8,5.35,3.7,0.85,20100116-20100213,0.64,14.3,S,2,A,NA,9.32,13.94,0.8,4.8,1.4,1.7,20110704-20110711,725862.33,9666884.61
TAP_A01,T01,2345,NA,NA,NA,L,0.64,8.8,C,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,8.8,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,725861.91,9666883.97
TAP_A01,T01,2346,NA,NA,NA,O,0.64,33.2,C,2,A,NA,12.79,14.41,2.45,2.25,3.7,1,20100116-20100213,0.64,33.4,S,2,A,NA,17.7,22.36,2.3,3.2,4.2,1.5,20110704-20110711,725854.89,9666883.33
TAP_A01,T01,2347,ACARIQUARA,Minquartia guianensis,Olacaceae,O,0.77,10,S,2,A,NA,5.41,10.91,4.3,1.3,2.5,0.78,20100116-20100213,0.77,10,S,1,A,NA,3.5,11.67,2.8,1.7,2.8,0.6,20110704-20110711,725848.62,9666884.47
TAP_A01,T01,2348,NA,NA,NA,O,0.64,7.5,S,2,A,NA,2.45,7.58,3.7,1.6,1.65,4.1,20100116-20100213,0.64,7.6,S,2,A,NA,2.21,8.2,2.2,1.3,1.4,4,20110704-20110711,725843.03,9666884.73
TAP_A01,T01,2349,NA,NA,NA,O,0.64,14.3,S,3,A,NA,12.02,16.4,2.55,1.6,2.95,1.35,20100116-20100213,0.64,14.2,S,2,A,NA,9.67,18.19,2.1,1.9,1.8,2,20110704-20110711,725836.44,9666885.28
TAP_A01,T01,2350,MATAMATA,Eschweilera parviflora,Lecythidaceae,O,0.8889275,40,C,2,A,NA,5.59,26.24,5.1,6.75,6.2,7.6,20100116-20100213,0.8889275,40.8,C,1,A,NA,13.21,30.13,4.6,5.8,4.5,8.3,20110704-20110711,725835.06,9666882.47
TAP_A01,T01,2351,ACARIQUARA,Minquartia guianensis,Olacaceae,O,0.77,35.4,C,2,A,NA,10.14,21.47,4.1,5.6,2.5,3.8,20100116-20100213,0.77,35.6,S,1,A,NA,9.34,25.46,4.2,3.5,2.8,3,20110704-20110711,725825.56,9666882.55
TAP_A01,T01,2352,TAXI,Tachigali myrmecophila,Fabaceae,O,0.53,13.2,C,2,A,NA,22.28,24.6,4.7,-0.35,0.4,3.45,20100116-20100213,0.53,13.6,S,2,A,NA,20.85,23.65,0.8,0.9,-0.5,4.4,20110704-20110711,725825.21,9666884.36
TAP_A01,T01,2353,NA,NA,NA,O,0.64,28.1,E,1,A,NA,26.64,29.41,1.85,1.95,2.05,1.85,20100116-20100213,0.64,28.8,E,1,A,NA,25.14,32.42,1.4,2.4,2.3,2.7,20110704-20110711,725819.78,9666883.52
TAP_A01,T01,2354,NA,NA,NA,O,0.64,29.2,C,2,A,NA,22.85,26.05,4.8,1.55,2.9,0.8,20100116-20100213,0.64,30,C,2,A,NA,17.65,25.14,4,2.1,2.8,1.8,20110704-20110711,725819.39,9666883.78
TAP_A01,T01,2355,NA,NA,NA,O,0.64,5.2,S,3,A,NA,1.85,7.07,0.55,2,1.35,0.5,20100116-20100213,0.64,4.9,S,2,A,NA,1.2,5.87,0.8,1.8,0.8,0.8,20110704-20110711,725804.35,9666886.17
TAP_A01,T01,2356,PIQUIA,Caryocar villosum,Caryocaraceae,O,0.757916667,140.5,E,1,A,NA,28.09,40.53,9.9,13.55,10.9,9.8,20100116-20100213,0.757916667,140.2,E,1,A,NA,26.18,42.9,13.8,8.9,9.6,10.3,20110704-20110711,725797.95,9666882.91
TAP_A01,T01,2357,ACARIQUARA,Minquartia guianensis,Olacaceae,O,0.77,23,C,2,A,NA,14.25,21.31,3.75,3.55,3.3,2.5,20100116-20100213,0.77,23.2,S,2,A,NA,9.88,22.32,4.2,4.4,3.2,3.3,20110704-20110711,725792.71,9666884.77
TAP_A01,T01,2358,ABIU,Ecclinusa ramiflora,Sapotaceae,O,0.656666667,23.5,C,2,A,NA,14.27,18.87,2.3,5.7,6.15,1.95,20100116-20100213,0.656666667,23.7,NA,NA,A,NA,9.71,21.34,2.6,5.1,2.7,2.4,20110704-20110711,725783.42,9666885.49
TAP_A01,T01,2359,NA,NA,NA,O,0.58,47.5,S,NA,D,3,NA,4.47,NA,NA,NA,NA,20100116-20100213,0.58,47.5,NA,NA,D,3,1.59,4.17,NA,NA,NA,NA,20110704-20110711,725781.46,9666886.8
TAP_A01,T01,2360,MATAMATA BRANCO,Eschweilera coriacea,Lecythidaceae,O,0.852013744,6.2,S,3,A,NA,5.35,10.26,1.8,1.4,1.5,1.1,20100116-20100213,0.852013744,6.4,S,2,A,NA,3.64,11.05,1.7,1.3,1.6,1.6,20110704-20110711,725778.16,9666886.8
TAP_A01,T01,2361,UCUUBA,Virola melinoni,Myristicaceae,O,0.476163695,13.8,C,2,A,NA,11.54,16.38,3.3,1.7,5,1.75,20100116-20100213,0.476163695,14.2,C,2,A,NA,11.02,21.64,3.6,2.3,3.2,2.8,20110704-20110711,725772.26,9666886.84
TAP_A01,T01,2362,NA,NA,NA,O,0.64,55.3,E,1,A,NA,26.2,40.35,8.35,9.9,6,8.5,20100116-20100213,0.64,58.9,E,1,A,NA,25.44,43.55,6,6.1,7.1,6.1,20110704-20110711,725762.5,9666884.96
TAP_A01,T01,2363,NA,NA,NA,O,0.64,7.6,S,3,A,NA,10.91,14.08,1.8,2.1,0.75,2.35,20100116-20100213,0.64,7.3,S,2,A,NA,10.28,12.29,0.8,0.9,0.8,1,20110704-20110711,725750.48,9666887.97
TAP_A01,T01,2364,NA,NA,NA,O,0.64,28.8,C,2,A,NA,22.54,29.26,4,7.55,5.3,5,20100116-20100213,0.64,30.9,E,1,A,NA,18.43,28.35,5,4.2,4.8,7.5,20110704-20110711,725743.68,9666887.92
TAP_A01,T01,2365,MARUPA,Simarouba amara,Simaroubaceae,O,0.378408363,32.5,E,1,A,NA,27.83,36.15,1.1,1.85,1.5,1.1,20100116-20100213,0.378408363,35.6,E,1,A,NA,15.04,33.73,2.1,2.3,2.6,2.6,20110704-20110711,725726.3,9666885.58
TAP_A01,T01,2366,NA,NA,NA,O,0.64,13.3,S,2,A,NA,14.95,32.44,1.15,4.75,1.3,1.7,20100116-20100213,0.64,13.5,C,2,A,NA,10.19,16.14,1.4,4.2,2,2,20110704-20110711,725723.16,9666887.63
TAP_A01,T01,2367,NA,NA,NA,O,0.64,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,6.2,S,3,A,NA,7.09,9.66,1.3,1.3,1.2,0.9,20110704-20110711,726103.64,9666877.82
TAP_A01,T01,2368,NA,NA,NA,O,0.64,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,5.3,S,3,A,NA,4.45,9.65,1.15,2.1,1.65,1.35,20110704-20110711,725747.39,9666888.26
TAP_A01,T02,2401,NA,NA,NA,O,0.64,15.1,S,3,A,NA,2.96,6.53,2.15,1.8,2.65,1.5,20100116-20100213,0.64,15.1,S,3,A,NA,2.93,5.9,2.5,3,3.3,3,20110704-20110711,726336.71,9666300.39
TAP_A01,T02,2402,COPAIBA,Copaifera reticulata,Fabaceae,O,0.6075,40.6,C,2,A,NA,20.55,32.02,6.95,5.35,7.6,5.75,20100116-20100213,0.6075,43.6,E,1,A,NA,24.3,30.45,5.8,3.8,3.7,5.8,20110704-20110711,726358.2,9666299.43
TAP_A01,T02,2403,NA,NA,NA,O,0.64,6.8,S,3,A,NA,3.59,9.49,2.15,1.98,2.2,2.55,20100116-20100213,0.64,7.1,S,3,A,NA,3.41,9.42,2.1,2.1,2.5,2.1,20110704-20110711,726362.7,9666299.19
TAP_A01,T02,2404,NA,NA,NA,O,0.64,11.7,C,2,A,NA,8.68,11.09,0.77,0.86,1.03,0.72,20100116-20100213,0.64,11.5,S,2,A,NA,9.03,12.74,1.2,1.4,0.8,2.2,20110704-20110711,726373.6,9666299.46
TAP_A01,T02,2405,NA,NA,NA,O,0.58,22.9,S,NA,D,3,NA,2.92,NA,NA,NA,NA,20100116-20100213,0.58,22.9,NA,NA,D,3,NA,2.77,NA,NA,NA,NA,20110704-20110711,726380.73,9666302.9
TAP_A01,T02,2406,NA,NA,NA,O,0.64,21.9,C,2,A,NA,19.03,21.15,-0.25,4.95,1.45,2.9,20100116-20100213,0.64,22.1,C,1,A,NA,16.03,18.79,2.1,2,2.4,1.9,20110704-20110711,726384.1,9666299.43
TAP_A01,T02,2407,ITAUBA,Mezilaurus itauba,Lauraceae,O,0.720305556,88.6,E,1,A,NA,29.19,41.18,12,9.45,14.6,10.2,20100116-20100213,0.720305556,89.7,E,1,A,NA,27.34,38.28,12.3,13.7,13.9,13,20110704-20110711,726398.24,9666303.97
TAP_A01,T02,2408,NA,NA,NA,O,0.64,25.2,C,2,A,NA,13.98,19.71,5.7,2.15,3.8,3.8,20100116-20100213,0.64,25.5,S,2,A,NA,13.93,17.51,4.3,2.7,3.7,3.1,20110704-20110711,726421.22,9666300.69
TAP_A01,T02,2409,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,28.2,C,2,A,NA,10.42,15.55,5.25,3.8,2.05,6.12,20100116-20100213,0.568911481,30.1,S,2,A,NA,22.33,33.71,4.8,4.4,2.7,5,20110704-20110711,726430,9666298.47
TAP_A01,T02,2410,NA,NA,NA,O,0.58,41,S,NA,D,3,NA,2.75,NA,NA,NA,NA,20100116-20100213,0.58,41,NA,NA,D,3,NA,2.75,NA,NA,NA,NA,20110704-20110711,726433.61,9666300.44
TAP_A01,T02,2411,NA,NA,NA,O,0.64,8.6,S,2,A,NA,8.88,11.98,3.15,1.65,2.4,3.35,20100116-20100213,0.64,9,S,3,A,NA,6.92,12.24,3.5,1.9,2.1,2.7,20110704-20110711,726440.5,9666298.99
TAP_A01,T02,2412,NA,NA,NA,O,0.64,15.3,S,3,A,NA,9.6,15.37,3.9,4.2,7.8,0.3,20100116-20100213,0.64,15.5,S,2,A,NA,12,16.05,4.5,3.7,8.5,-1.8,20110704-20110711,726441,9666299.18
TAP_A01,T02,2413,NA,NA,NA,O,0.58,45.5,S,NA,D,3,NA,6.13,NA,NA,NA,NA,20100116-20100213,0.58,45.5,NA,NA,D,3,NA,6.43,NA,NA,NA,NA,20110704-20110711,726448.83,9666302.62
TAP_A01,T02,2414,NA,NA,NA,O,0.64,30.9,C,2,A,NA,21.51,27.15,4.4,2,1.8,5.65,20100116-20100213,0.64,31.7,C,1,A,NA,19,3.4,6.2,2.9,4.5,4.8,20110704-20110711,726458.02,9666300.5
TAP_A01,T02,2415,SERINGUEIRA,Hevea brasiliensis,Euphorbiaceae,O,0.492166667,23,C,2,A,NA,21.05,23.21,0.8,2.65,1.4,1.8,20100116-20100213,0.492166667,23,S,2,A,NA,18.8,22.02,2.8,2.3,2.9,2.5,20110704-20110711,726458.5,9666298.9
TAP_A01,T02,2416,NA,NA,NA,O,0.64,6.2,S,3,A,NA,5.18,12.36,1.48,1.4,0.9,1.8,20100116-20100213,0.64,6.3,S,2,A,NA,8.48,11.87,1.3,1.9,2.1,2.2,20110704-20110711,726458.6,9666298.45
TAP_A01,T02,2417,NA,NA,NA,L,0.64,11.4,C,2,A,NA,NA,NA,NA,NA,NA,NA,20100116-20100213,0.64,12.3,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726459.5,9666298.94
TAP_A01,T02,2418,NA,NA,NA,O,0.64,11.7,S,2,A,NA,7.3,14.88,1.5,4.33,1.75,3.85,20100116-20100213,0.64,11.8,S,2,A,NA,8.09,12.96,2.2,3.4,1.5,3.5,20110704-20110711,726464.5,9666298.5
TAP_A01,T02,2419,NA,NA,NA,O,0.64,16.8,C,2,A,NA,12.71,16.01,0.85,1,0.8,1.3,20100116-20100213,0.64,16.8,S,2,A,NA,13.94,17,2.5,1.5,1,2.5,20110704-20110711,726467,9666298.88
TAP_A01,T02,2420,NA,NA,NA,O,0.58,10.5,S,NA,D,3,NA,12.49,NA,NA,NA,NA,20100116-20100213,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,20110704-20110711,726470,9666298.16
TAP_A01,T02,2421,NA,NA,NA,O,0.64,28.7,C,2,A,NA,9.16,19.38,8.75,4.3,10.15,3.2,20100116-20100213,0.64,30.5,C,1,A,NA,16.99,20.66,9.5,4.8,8.1,5.5,20110704-20110711,726476,9666299.01
TAP_A01,T02,2422,NA,NA,NA,O,0.64,8,S,2,A,NA,4.72,12.39,3.6,0.45,1.1,1.45,20100116-20100213,0.64,8.4,S,2,A,NA,7.54,12.94,4.3,1.1,1.4,3,20110704-20110711,726514.5,9666297.66
TAP_A01,T02,2423,URUCU DA MATA,Bixa arborea,Bixaceae,O,0.37,32.7,C,2,A,NA,17.74,24.36,2.5,5.33,3.65,2.7,20100116-20100213,0.37,34.7,E,1,A,NA,21.07,25.17,5,6.8,3.7,4.5,20110704-20110711,726515.9,9666297.85
TAP_A01,T02,2424,NA,NA,NA,O,0.64,30.6,C,1,A,NA,16.56,25.38,2.95,2.2,8.05,-1.7,20100116-20100213,0.64,31.4,S,2,A,NA,18.35,22.41,4.7,3,11.3,-0.6,20110704-20110711,726525.32,9666300.33
TAP_A01,T02,2425,NA,NA,NA,O,0.64,8.7,S,3,A,NA,5.48,12.31,1.6,1.9,1,2.5,20100116-20100213,0.64,8.9,S,2,A,NA,8.87,14.2,1.9,1.5,1.2,2.4,20110704-20110711,726541.9,9666298.1
TAP_A01,T02,2426,NA,NA,NA,O,0.64,11.8,S,2,A,NA,7.48,15.92,2.4,2.1,3.15,1.3,20100116-20100213,0.64,12.1,S,2,A,NA,10.45,15.55,2.1,2.6,2.9,2,20110704-20110711,726542.5,9666297.6
TAP_A01,T02,2427,NA,NA,NA,O,0.64,11.9,S,3,A,NA,8.04,15.11,0.65,3.35,1.1,2.5,20100116-20100213,0.64,12.5,S,2,A,NA,11.37,17.38,1.7,3.3,1.7,2.5,20110704-20110711,726546.8,9666298.56
TAP_A01,T02,2428,NA,NA,NA,O,0.64,12.9,S,3,A,NA,9.64,16.24,0.85,1.15,1.15,0.65,20100116-20100213,0.64,13.1,S,3,A,NA,9.76,15.56,1.3,2,1.5,1.3,20110704-20110711,726548.3,9666298.55
TAP_A01,T02,2429,MATAMATA,Eschweilera parviflora,Lecythidaceae,O,0.8889275,9.2,S,3,A,NA,7.52,14.27,2.65,3.95,3.55,2.2,20100116-20100213,0.8889275,9.3,S,3,A,NA,9.4,14.12,3,4.2,3.4,2.3,20110704-20110711,726548.3,9666297.53
TAP_A01,T02,2430,ANDIROBA,Carapa guianensis,Meliaceae,O,0.568911481,35.4,E,1,A,NA,24.28,33.68,5.1,3.7,1.4,5.2,20100116-20100213,0.568911481,37.4,E,1,A,NA,34.13,38.89,5.9,4.7,4.2,5.2,20110704-20110711,726566.22,9666300.31
TAP_A01,T02,2431,NA,NA,NA,O,0.64,7.7,S,3,A,NA,2.3,6.34,1.15,0.4,0.8,0.65,20100116-20100213,0.58,7.7,NA,NA,D,3,1.41,4.85,NA,NA,NA,NA,20110704-20110711,726566.19,9666297.31
TAP_A01,T02,2432,NA,NA,NA,O,0.64,6.6,S,3,A,NA,7.03,10.08,4.05,1.15,2,2.75,20100116-20100213,0.64,6.8,S,2,A,NA,6.95,10.33,3.7,0.7,1,2.3,20110704-20110711,726571.49,9666297.27
TAP_A01,T02,2433,NA,NA,NA,O,0.64,11.3,S,3,A,NA,8.5,18.22,1.8,2.1,0.3,3.2,20100116-20100213,0.64,11.3,S,2,A,NA,14.55,16.55,3.2,2.3,0.9,3.3,20110704-20110711,726572.4,9666298.16
TAP_A01,T02,2434,UCUUBA DA TERRA FIRME,Virola sebifera,Myristicaceae,O,0.45,54.4,E,1,A,NA,24.15,32.62,5.75,3.65,4.4,2.5,20100116-20100213,0.45,56.2,E,1,A,NA,26.47,34.81,6.7,5.2,5,4,20110704-20110711,726578.6,9666297.62
TAP_A01,T02,2435,NA,NA,NA,O,0.64,25.8,C,1,A,NA,17.47,19.81,3.95,5.65,2.65,1.8,20100116-20100213,0.64,26.2,S,3,A,NA,15.2,20.3,3.5,3.2,4,2.3,20110704-20110711,726585.11,9666299.27
