area;group;plot;tree;common.name;scientific.name;family.name;DBH;type;Dead;D.class;Hcom;Htot;RN;RS;RE;RW;date;UTM.Easting;UTM.Northing
FN_A01;1;1;98;morta;NA;NA;20;O;TRUE;2;1.47;13.23;NA;NA;NA;NA;20150812;70.661.811.988.124;86.448.789.419.992
FN_A01;1;1;100;morta;NA;NA;31.4;O;TRUE;2;1.34;16.72;NA;NA;NA;NA;20150812;7.066.328.629.808;8.644.868.699.504
FN_A01;1;1;104;morta;NA;NA;25.2;O;TRUE;2;1.43;5.62;NA;NA;NA;NA;20150812;7.066.203.391.618;8.644.890.205.604
FN_A01;1;1;105;morta;NA;NA;44;O;TRUE;1;2.73;25.33;NA;NA;NA;NA;20150812;70.661.820.815.078;86.448.832.846.724
FN_A01;1;2;122;morta;NA;NA;22.6;O;TRUE;2;1.26;6.86;NA;NA;NA;NA;20150812;706.623.882.547.259;86.450.487.597.179
FN_A01;1;2;123;morta;NA;NA;16;O;TRUE;2;1.64;7.1;NA;NA;NA;NA;20150812;706.622.169.951.968;864.505.377.060.984
FN_A01;1;2;124;morta;NA;NA;38;O;TRUE;2;1.11;4.99;NA;NA;NA;NA;20150812;706.622.193.376.096;864.505.506.358.048
FN_A01;1;2;125;morta;NA;NA;22.3;O;TRUE;2;1.43;18.54;NA;NA;NA;NA;20150812;706.625.031.992.733;864.505.710.066.806
FN_A01;1;3;127;morta;NA;NA;52.9;O;TRUE;2;1.66;5.01;NA;NA;NA;NA;20150812;706.623.332.755.312;864.517.235.569.728
FN_A01;1;3;128;morta;NA;NA;60.1;O;TRUE;2;2.41;32.31;NA;NA;NA;NA;20150812;706.629.474.129.368;864.518.355.687.892
FN_A01;1;3;129;morta;NA;NA;75;O;TRUE;2;2.2;23.35;NA;NA;NA;NA;20150812;70.666.221.253.672;86.451.845.076.528
FN_A01;1;4;130;morta;NA;NA;50;O;TRUE;2;1.97;4.44;NA;NA;NA;NA;20150812;706.633.172.160.128;864.532.064.590.624
FN_A01;1;4;131;morta;NA;NA;17.8;O;TRUE;2;1.97;5.72;NA;NA;NA;NA;20150812;706.626.401.125.172;864.536.217.705.576
FN_A01;1;4;132;morta;NA;NA;41;O;TRUE;2;0.95;1.64;NA;NA;NA;NA;20150812;70.666.671.130.568;86.453.169.351.144
FN_A01;1;4;134;morta;NA;NA;38.3;O;TRUE;2;1.68;12.76;NA;NA;NA;NA;20150812;706.632.310.059.748;864.534.860.477.384
FN_A01;1;4;135;morta;NA;NA;52.4;O;TRUE;2;2.92;29.97;NA;NA;NA;NA;20150812;706.640.557.963.328;864.536.070.356.224
FN_A01;1;4;136;morta;NA;NA;45.9;O;TRUE;2;1.93;5.6;NA;NA;NA;NA;20150812;706.652.546.626.688;864.535.538.019.104
FN_A01;2;5;137;morta;NA;NA;21.2;O;TRUE;2;1.46;3.69;NA;NA;NA;NA;20150813;70.699.539.055.716;86.447.177.872.144
FN_A01;2;5;138;morta;NA;NA;13.9;O;TRUE;2;1.18;6.36;NA;NA;NA;NA;20150813;706.984.815.483.728;864.473.409.778.672
FN_A01;2;5;139;morta;NA;NA;22.3;O;TRUE;2;1.3;7.09;NA;NA;NA;NA;20150813;706.982.617.614.792;864.473.973.259.808
FN_A01;2;5;140;morta;NA;NA;40;O;TRUE;2;2.11;19.55;NA;NA;NA;NA;20150813;707.009.509.801.096;864.475.273.528.704
FN_A01;2;6;141;mandioqueira;Qualea paraensis;Vochysiaceae;43.5;O;FALSE;NA;11.47;13.76;3.6;4.2;3.8;4.7;20150813;706.972.796.979.872;864.485.837.263.168
FN_A01;2;6;142;morta;NA;NA;38.6;O;TRUE;2;1.45;3.53;NA;NA;NA;NA;20150813;70.695.792.214.216;86.448.539.303.504
FN_A01;2;6;143;mandioqueira;Qualea paraensis;Vochysiaceae;55.8;O;FALSE;NA;17.85;26.39;7.2;6.4;5.6;8.3;20150813;706.950.349.077.536;864.486.281.499.584
FN_A01;2;6;144;morta;NA;NA;37.1;O;TRUE;2;3.47;26.58;NA;NA;NA;NA;20150813;706.952.373.804.941;864.487.969.423.635
FN_A01;2;6;145;morta;NA;NA;36.2;O;TRUE;2;2.24;20.71;NA;NA;NA;NA;20150813;70.696.727.154.888;86.449.029.563.912
FN_A01;2;7;146;morta;NA;NA;35.1;O;TRUE;2;2.31;10.32;NA;NA;NA;NA;20150813;706.898.277.094;8.645.017.977
FN_A01;2;7;147;cajuacu;Anacardium spruceanum;Anacardiaceae;36.1;O;FALSE;NA;13.06;21.82;3.2;4.6;5.3;4.8;20150813;70.688.945.361.016;86.449.991.339.336
FN_A01;2;7;148;morta;NA;NA;13;O;TRUE;2;1.8;13.22;NA;NA;NA;NA;20150813;706.891.201.526.848;864.500.649.499.808
FN_A01;2;7;149;morta;NA;NA;57.6;O;TRUE;2;2.11;5.57;NA;NA;NA;NA;20150813;70.689.457.535.816;86.450.046.306.316
FN_A01;2;7;150;morta;NA;NA;47.5;O;TRUE;2;1.4;2.03;NA;NA;NA;NA;20150813;7.068.875.876.412;8.645.016.022.372
FN_A01;2;8;151;morta;NA;NA;47.4;O;TRUE;1;1.61;27.46;NA;NA;NA;NA;20150813;706.881.587.638.448;864.515.023.136.832
FN_A01;2;8;152;morta;NA;NA;59.3;O;TRUE;1;1.95;18.7;NA;NA;NA;NA;20150813;706.872.279.695.872;864.514.275.371.648
FN_A01;2;8;153;morta;NA;NA;38;O;TRUE;1;1.73;18.35;NA;NA;NA;NA;20150813;7.068.360.400.072;8.645.169.015.728
FN_A01;2;8;154;morta;NA;NA;38.7;O;TRUE;2;1.85;10.06;NA;NA;NA;NA;20150813;7.068.352.519.668;8.645.174.069.602
FN_A01;2;8;155;louro amarelo;Aniba parviflora;Lauraceae;48;O;FALSE;NA;19.72;27.39;5.6;4.8;6.3;5.7;20150813;706.873.955.175.032;864.514.161.075.888
FN_A01;3;9;1;sangra-de-agua;Croton urucurana;Euphorbiaceae;11.2;O;FALSE;NA;10.3;14.82;2.8;1.4;1.9;1.6;20150814;706.748.291.682.592;864.265.970.746.704
FN_A01;3;9;2;inga amarelo;Inga sp.;Fabaceae;11.8;O;FALSE;NA;5.67;11.46;3.2;2.7;3;4.3;20150814;706.772.440.491.952;864.266.955.557.024
FN_A01;3;9;3;sangra-de-agua;Croton urucurana;Euphorbiaceae;14.2;O;FALSE;NA;7.46;11.67;1.7;3.3;3.5;2.3;20150814;706.783.504.461.256;864.267.299.097.072
FN_A01;3;9;4;embauba branca;Cecropia palmata;Urticaceae;12.4;O;FALSE;NA;10.08;12.92;1.5;0.5;0.8;1.3;20150814;7.067.850.947.556;8.642.672.562.792
FN_A01;3;9;5;morta;NA;NA;37.5;O;TRUE;2;14.41;29.5;NA;NA;NA;NA;20150814;7.067.987.113.522;8.642.637.205.014
FN_A01;3;9;6;morta;NA;NA;52;O;TRUE;2;1.27;4.02;NA;NA;NA;NA;20150814;70.680.166.618.908;86.426.405.556.996
FN_A01;3;9;7;freijo branco;Cordia scabrifolia;Boraginaceae;47;O;FALSE;NA;18.29;30.21;4.5;4.8;5.7;4;20150814;70.678.333.097.688;86.426.245.164.256
FN_A01;3;9;8;sucupira preta;Bowdichia nitida;Fabaceae;39.7;O;FALSE;NA;17.06;25.14;6.3;4.5;7.8;0.2;20150814;706.762.620.943.992;864.262.256.386.504
FN_A01;3;9;9;morta;NA;NA;52.1;O;TRUE;2;1.89;12.67;NA;NA;NA;NA;20150814;706.753.689.180.992;864.264.879.643.104
FN_A01;3;9;10;morta;NA;NA;37.5;O;TRUE;3;1.85;12.39;NA;NA;NA;NA;20150814;70.677.420.098.924;86.426.519.855.208
FN_A01;3;10;11;mulungu;Micropholis venulosa;Sapotaceae;11.5;O;FALSE;NA;8.3;8.85;0.3;0.3;0.3;0.3;20150814;70.688.142.955.024;86.427.156.028.848
FN_A01;3;10;12;morototo;Schefflera morototoni;Araliaceae;11.4;O;FALSE;NA;7.31;9.62;1.3;1.2;1.1;1;20150814;7.068.858.422.124;8.642.715.382.968
FN_A01;3;10;13;morta;NA;NA;17.1;O;TRUE;1;1.22;14.64;NA;NA;NA;NA;20150814;70.688.504.540.616;86.427.095.889.032
FN_A01;3;10;14;inga amarelo;Inga sp.;Fabaceae;10;O;FALSE;NA;7.71;13.07;2.2;2.2;2.8;2.5;20150814;706.890.773.986;864.271.648.122
FN_A01;3;10;15;morototo;Schefflera morototoni;Araliaceae;12.7;O;FALSE;NA;7.09;11.71;1;1.2;1.1;1.1;20150814;706.890.189.690.872;864.271.839.871.744
FN_A01;3;10;16;morta;NA;NA;12.7;O;TRUE;3;1.09;5.64;NA;NA;NA;NA;20150814;706.889.150.244.788;864.272.011.441.176
FN_A01;3;10;17;morta;NA;NA;35.7;O;TRUE;3;1.05;2.81;NA;NA;NA;NA;20150814;70.689.106.326.944;86.427.209.626.488
FN_A01;3;10;18;guajara branco;Pouteria sp.;Sapotaceae;41.9;O;FALSE;NA;16.59;26.73;3.5;3.8;3;4.2;20150814;706.895.983.990.712;864.270.681.991.824
FN_A01;3;10;19;louro amarelo;Aniba parviflora;Lauraceae;51.5;O;FALSE;NA;17.36;25.95;3.2;2.5;2.3;2;20150814;706.904.884.756.016;864.270.858.776.032
FN_A01;3;10;20;itauba;Mezilaurus itauba;Lauraceae;48;O;FALSE;NA;12.62;20.86;2.2;3.3;2.7;2.5;20150814;7.069.120.280.656;8.642.703.916.728
FN_A01;3;10;21;morta;NA;NA;44.1;O;TRUE;3;2.36;4.72;NA;NA;NA;NA;20150814;706.913.182.858.272;864.270.682.278.544
FN_A01;3;10;22;carapanauba;Aspidosperma excelsum;Apocynaceae;40.3;O;FALSE;NA;16.38;26.52;2.3;2.8;4.2;2.7;20150814;706.918.933.192.512;864.270.523.432.224
FN_A01;3;10;23;mandioqueira;Qualea paraensis;Vochysiaceae;39.6;O;FALSE;NA;15.75;30.53;2.5;2.3;1.6;2.8;20150814;70.691.558.321.704;86.427.187.712.808
FN_A01;3;10;24;cumaru;Dipteryx odorata;Fabaceae;41.7;O;FALSE;NA;13.73;19.72;1.3;0.8;0.7;0.8;20150814;70.691.687.020.196;86.427.050.823.172
FN_A01;3;10;25;morta;NA;NA;37.9;O;TRUE;2;1.47;7.98;NA;NA;NA;NA;20150814;7.069.277.612.426;8.642.717.636.472
FN_A01;3;10;26;morta;NA;NA;36;O;TRUE;3;1.35;6.25;NA;NA;NA;NA;20150814;70.692.202.949.228;86.426.846.207.456
FN_A01;3;10;27;inhare;Helicostylis sp.;Moraceae;37.1;O;FALSE;NA;15.22;24.64;3.8;4;4.3;3.2;20150814;706.896.026.017.832;864.269.367.200.264
FN_A01;3;11;28;cafezinho;Heisteria densifrons;Olacaceae;16.6;O;FALSE;NA;5.59;10;1.7;1.8;1.4;1.4;20150814;707.024.532.813.232;864.277.751.404.952
FN_A01;3;11;29;freijo branco;Cordia scabrifolia;Boraginaceae;52.1;O;FALSE;NA;16.51;28.57;7;3.5;8.3;4;20150814;707.025.575.412.726;86.427.740.257.235
FN_A01;3;11;30;breu sucuruba;Trattinnickia burserifolia;Burseraceae;62.7;O;FALSE;NA;17.38;27.27;7;8.7;7;5.2;20150814;707.026.062.202;864.276.860.572
FN_A01;3;11;31;urucurana;Sloanea guianensis;Elaeocarpaceae;13.9;O;FALSE;NA;10.65;16.28;2;1.2;2.2;1.7;20150814;707.033.545.035.888;864.278.029.731.168
FN_A01;3;11;32;inhare;Helicostylis sp.;Moraceae;12.6;O;FALSE;NA;7.11;10.22;1.5;1.2;3.2;3.5;20150814;7.070.360.693.576;8.642.778.171.396
FN_A01;3;11;33;breu manga;Tetragastris altissima;Burseraceae;12.7;O;FALSE;NA;8.63;10.77;0.8;1;0.7;0.8;20150814;707.040.329.861.512;864.278.094.632.832
FN_A01;3;11;34;muiratinga;Maquira coriacea;Moraceae;35;O;FALSE;NA;15.03;19.68;2.8;3.4;3.2;3;20150814;707.040.366.007.368;864.277.604.592.048
FN_A01;3;11;35;muiratinga;Maquira coriacea;Moraceae;38.3;O;FALSE;NA;16.97;23.76;4.5;2.1;3.2;6.7;20150814;70.704.563.967.944;86.427.790.297.584
FN_A01;3;11;36;araracanga;Aspidosperma spruceanum;Apocynaceae;21.7;O;FALSE;NA;14.36;22.75;1.8;1;1.3;1.5;20150814;70.704.875.642.344;86.427.835.688.124
FN_A01;3;11;37;breu de leite;Thyrsodium spruceanum;Anacardiaceae;40.7;O;FALSE;NA;17.18;23.72;7.5;1;5;2.7;20150814;707.051.310.828.144;864.278.787.986.784
FN_A01;3;11;38;fava-mapuxiqui;Albizia pedicellaris;Fabaceae;49.2;O;FALSE;NA;18.55;30.64;2.2;4.5;9.5;3.2;20150814;7.070.545.906.216;8.642.786.050.836
FN_A01;3;11;39;louro preto;Nectandra cuspidata;Lauraceae;37;O;FALSE;NA;12.63;21.11;6.4;6.2;5;5.8;20150814;7.070.622.281.656;8.642.783.908.696
FN_A01;3;11;40;breu manga;Tetragastris altissima;Burseraceae;38.5;O;FALSE;NA;13.67;22.56;2.5;2.4;2.7;5.8;20150814;70.707.575.156.832;86.427.594.422.352
FN_A01;3;11;41;freijo branco;Cordia scabrifolia;Boraginaceae;56.7;O;FALSE;NA;15.42;22.76;6.9;2;3.8;3.5;20150814;70.706.117.940.832;86.427.428.176.352
FN_A01;3;11;42;louro amarelo;Aniba parviflora;Lauraceae;36;O;FALSE;NA;17.76;24.68;4.3;2;4;2.5;20150814;70.705.428.995.072;86.427.602.180.592
FN_A01;3;11;43;breu manga;Tetragastris altissima;Burseraceae;52;O;FALSE;NA;13.72;18.95;3.2;3.7;2;8.4;20150814;70.704.765.248.176;86.427.553.407.536
FN_A01;3;11;44;freijo branco;Cordia scabrifolia;Boraginaceae;48.2;O;FALSE;NA;14.52;21.81;7.2;1.7;3;3.4;20150814;707.045.252.304.601;864.275.742.856.529
FN_A01;3;12;45;morta;NA;NA;20.3;O;TRUE;2;1.36;3.91;NA;NA;NA;NA;20150814;70.716.669.554.472;86.428.351.521.304
FN_A01;3;12;46;morta;NA;NA;10.3;O;TRUE;2;1.17;3.71;NA;NA;NA;NA;20150814;70.716.728.329.433;864.283.451.830.267
FN_A01;3;12;47;inga vermelho;Inga alba;Fabaceae;14.4;O;FALSE;NA;11.06;14.5;1.3;1;1;1.2;20150814;707.166.680.274.752;864.283.622.441.664
FN_A01;3;12;48;morta;NA;NA;20.2;O;TRUE;2;1.41;2.97;NA;NA;NA;NA;20150814;707.166.278.927.674;864.283.304.645.075
FN_A01;3;12;49;inga vermelho;Inga alba;Fabaceae;11.7;O;FALSE;NA;7.97;13.69;4.3;5.6;1.8;1;20150814;70.716.893.773.168;86.428.349.483.376
FN_A01;3;12;50;morta;NA;NA;18.3;O;TRUE;2;1.75;6.65;NA;NA;NA;NA;20150814;70.717.614.340.648;86.428.409.673.936
FN_A01;3;12;51;tento;Ormosia coccinea;Fabaceae;19.9;O;FALSE;NA;8.21;15.83;3.5;1.5;1.7;2.6;20150814;7.071.885.979.648;8.642.844.735.936
FN_A01;3;12;52;abiurana vermelha;Pouteria gongrijpii;Sapotaceae;30.5;O;FALSE;NA;14.66;26.49;5;3.8;1.7;5;20150814;70.720.123.223.416;86.428.506.854.712
FN_A01;3;12;53;morta;NA;NA;52.8;O;TRUE;1;NA;14.21;NA;NA;NA;NA;20150814;7.071.952.948.416;8.642.838.917.632
FN_A01;3;12;54;breu manga;Tetragastris altissima;Burseraceae;42;O;FALSE;NA;17.89;29.89;4.7;4.3;3.5;4.5;20150814;70.719.669.714.024;86.428.042.798.168
FN_A01;3;12;55;morta;NA;NA;42.6;O;TRUE;1;NA;24.21;NA;NA;NA;NA;20150814;70.719.304.618.852;86.428.209.010.064
FN_A01;4;13;56;freijo branco;Cordia scabrifolia;Boraginaceae;35.9;O;FALSE;NA;22.2;26.29;2.5;5;2.2;2.7;20150815;709.908.822.081.909;864.160.832.867.571
FN_A01;4;13;57;pedra ume-caa;Eugenia punicifolia;Myrtaceae;12.9;O;FALSE;NA;10.51;15.18;1.5;1.6;1.7;2.3;20150815;709.908.782.460.464;864.161.183.353.136
FN_A01;4;13;58;mandioqueira;Qualea paraensis;Vochysiaceae;42.4;O;FALSE;NA;18.27;27.63;6;4.2;3.8;7;20150815;709.911.311.906.224;864.160.741.598.776
FN_A01;4;13;59;canela-de-velho;Casearia javitensis;Salicaceae;11.2;O;FALSE;NA;5.62;11.26;1.4;3;0.8;2.2;20150815;709.914.281.163;864.161.117.172
FN_A01;4;13;60;guajara branco;Pouteria sp.;Sapotaceae;24.3;O;FALSE;NA;11.09;23.15;2.5;1.6;1.8;2.4;20150815;709.912.574.143.912;864.161.360.929.088
FN_A01;4;13;61;abiurana vermelha;Pouteria gongrijpii;Sapotaceae;16.3;O;FALSE;NA;11.2;17.41;1.2;1.5;3.2;0.5;20150815;709.914.144.586.112;864.161.614.060.688
FN_A01;4;13;62;pintadinho;Poeppigia procera;Fabaceae;22.8;O;FALSE;NA;13.67;19.35;1.5;1.6;2.2;1.6;20150815;709.914.767.593.024;864.161.536.810.976
FN_A01;4;13;63;mandioqueira;Qualea paraensis;Vochysiaceae;42.5;O;FALSE;NA;18.18;26.88;4.5;3.3;4;4.4;20150815;709.918.621.384.096;864.161.323.544.104
FN_A01;4;13;64;morta;NA;NA;13;O;TRUE;4;NA;6.26;NA;NA;NA;NA;20150815;709.922.187.774.584;864.162.260.122.016
FN_A01;4;13;65;inga vermelho;Inga alba;Fabaceae;11.1;O;FALSE;NA;8.72;13.4;2.8;2.5;1.7;1.5;20150815;70.992.500.368.888;86.416.235.759.312
FN_A01;4;13;66;inhare;Helicostylis sp.;Moraceae;14.8;O;FALSE;NA;10.87;16.4;2;1.8;2;1.6;20150815;70.992.825.324.312;86.416.261.815.888
FN_A01;4;13;67;breu branco;Protium paniculatum;Burseraceae;11.1;O;FALSE;NA;5.1;6.61;2.1;1.7;2;2.3;20150815;70.993.030.971.936;86.416.252.467.264
FN_A01;4;13;68;merauba;Mouriri collocarpa;Melastomataceae;13.4;O;FALSE;NA;11.28;13.13;2.4;1;3;1;20150815;709.935.355.872.358;864.162.824.174.681
FN_A01;4;13;69;tento;Ormosia coccinea;Fabaceae;10.3;O;FALSE;NA;5.96;10;0.9;3.3;1.3;2.3;20150815;7.099.435.212.414;8.641.634.495.976
FN_A01;4;13;70;grao-de-guariba;Mayna odorata;Achariaceae;11;O;FALSE;NA;5.86;10.3;1;1.1;0.3;1.2;20150815;709.943.153.297.976;864.163.668.760.224
FN_A01;4;13;71;morta;NA;NA;11;O;TRUE;1;NA;6.68;NA;NA;NA;NA;20150815;709.945.618.821.808;864.163.774.211.792
FN_A01;4;13;72;fava-mapuxiqui;Albizia pedicellaris;Fabaceae;53.1;O;FALSE;NA;12.86;23.8;9;7.2;4.5;7.5;20150815;7.099.510.929.492;8.641.633.970.568
FN_A01;4;13;73;inga vermelho;Inga alba;Fabaceae;42;O;FALSE;NA;10.98;20.13;4.3;6;3.7;4.6;20150815;7.099.470.331.952;8.641.630.760.408
FN_A01;4;13;74;mandioqueira;Qualea paraensis;Vochysiaceae;50;O;FALSE;NA;NA;6.87;0;0;0;0.2;20150815;70.993.791.161.056;86.416.222.581.944
FN_A01;4;13;75;fava-mapuxiqui;Albizia pedicellaris;Fabaceae;35;O;FALSE;NA;7.24;19.86;8;5;6.5;8.7;20150815;709.942.948.392.736;864.161.579.577.464
FN_A01;4;13;76;mandioqueira;Qualea paraensis;Vochysiaceae;37.6;O;FALSE;NA;16.24;26.84;5.6;1.5;1.2;4.8;20150815;70.996.124.637.232;86.416.055.096.228
FN_A01;4;13;77;louro amarelo;Aniba parviflora;Lauraceae;37.4;O;FALSE;NA;16.78;23.95;6;3.6;4.7;3.2;20150815;7.099.652.363.268;8.641.608.636.312
FN_A01;4;13;78;mandioqueira;Qualea paraensis;Vochysiaceae;55;O;FALSE;NA;21.85;29;7;5.7;6.4;4.7;20150815;70.996.628.941.312;86.416.055.914.088
FN_A01;4;13;79;NA;NA;NA;44.2;O;FALSE;NA;18.82;27.69;1.7;4.3;2.4;7;20150815;70.996.510.131.464;86.416.021.576.136
FN_A01;4;13;80;mandioqueira;Qualea paraensis;Vochysiaceae;49;O;FALSE;NA;17.44;26.12;4.7;3.3;3.4;5.8;20150815;7.099.599.414.592;8.641.607.204.768
FN_A01;4;13;81;mandioqueira;Qualea paraensis;Vochysiaceae;36.9;O;FALSE;NA;15.72;23.32;3.2;3.5;2.4;5.5;20150815;709.965.533.944;864.159.993.986
FN_A01;4;13;82;itauba;Mezilaurus itauba;Lauraceae;42.3;O;FALSE;NA;19.68;26.62;3.7;7;3.8;6;20150815;70.996.572.264.712;86.416.013.492.288
FN_A01;4;13;83;NA;NA;NA;46.3;O;FALSE;1;11.97;19.77;4.8;4;7.4;4.8;20150815;70.997.425.514;864.160.513.076
FN_A01;4;13;84;breu manga;Tetragastris altissima;Burseraceae;35.7;O;FALSE;NA;13.06;21.57;6.2;1.6;2.4;2.8;20150815;709.987.282.496;864.157.168.744
FN_A01;4;13;85;mandioqueira;Qualea paraensis;Vochysiaceae;71.3;O;FALSE;NA;18.75;28.09;8.7;2.6;6.3;4.5;20150815;7.099.518.231.584;8.641.584.785.156
FN_A01;4;13;86;cumaru;Dipteryx odorata;Fabaceae;35.9;O;FALSE;NA;15.36;26.65;6;4.5;7;4.6;20150815;709.932.339.750.408;864.158.021.361.792
FN_A01;4;13;87;quarubarana;Erisma uncinatum;Vochysiaceae;56.2;O;FALSE;NA;14.66;22.54;6.8;5.5;5.8;4.8;20150815;7.099.368.716.744;8.641.587.314.536
FN_A01;4;13;88;mandioqueira;Qualea paraensis;Vochysiaceae;61.7;O;FALSE;NA;16.14;28.14;5.7;5.7;8.6;5.7;20150815;70.992.341.121.056;86.416.007.201.144
FN_A01;4;13;89;cumaru;Dipteryx odorata;Fabaceae;40.4;O;FALSE;NA;15.18;21.87;6;5.5;3.3;10.2;20150815;70.992.197.655.928;86.416.008.571.472
FN_A01;4;13;90;tachi vermelho;Tachigali paniculata;Fabaceae;35.1;O;FALSE;NA;18.16;24.72;6.6;3.2;6;4.2;20150815;709.928.277.319.504;864.161.210.645.296
FN_A01;4;13;91;carapanauba;Aspidosperma excelsum;Apocynaceae;64;O;FALSE;NA;21.61;33.27;6;6;4.7;5.3;20150815;70.991.149.578.952;86.416.039.145.048
FN_A01;4;14;92;abiurana;Pouteria gongrijpii;Sapotaceae;15.5;O;FALSE;NA;11.18;16.01;2.2;2.8;1.5;2;20150815;710.031.704.346.816;8.641.700.535.076
FN_A01;4;14;93;quaruba;Vochysia guianensis;Vochysiaceae;10.8;O;FALSE;NA;11.83;18.03;1.4;2.5;1.7;2;20150815;71.003.192.014.936;864.170.450.572
FN_A01;4;14;94;joao-mole;Neea oppositifolia;Nyctaginaceae;35;O;FALSE;NA;17.18;23.45;3.2;2.5;3.3;3.7;20150815;710.036.758.145.328;8.641.704.326.038
FN_A01;4;14;95;canela-de-velho;Casearia javitensis;Salicaceae;11.9;O;FALSE;NA;8.94;12.73;2.3;2.7;2.6;1.6;20150815;710.040.023.072.681;86.417.060.124.796
FN_A01;4;14;96;parapara;Jacaranda copaia;Bignoniaceae;43.8;O;FALSE;NA;18.37;24.41;2.8;4.7;2.2;3.8;20150815;71.004.513.810.416;864.170.552.466
FN_A01;4;14;97;parapara;Jacaranda copaia;Bignoniaceae;25.8;O;FALSE;NA;18.28;23.18;1.3;1.7;2.2;1.7;20150815;71.005.143.822.672;864.171.533.788
FN_A01;4;14;98;fava-mapuxiqui;Albizia pedicellaris;Fabaceae;17.7;O;FALSE;NA;10.04;15.44;5.7;3.7;3.2;4.7;20150815;710.054.855.517.879;86.417.176.462.764
FN_A01;4;14;99;parapara;Jacaranda copaia;Bignoniaceae;14.9;O;FALSE;NA;10.83;17.08;1.5;1.6;1;1.4;20150815;710.055.202.813.756;8.641.721.988.418
FN_A01;4;14;100;parapara;Jacaranda copaia;Bignoniaceae;29.7;O;FALSE;NA;16.73;25.99;2;3.3;2.3;3.4;20150815;710.057.363.060.968;8.641.723.610.524
FN_A01;4;14;101;tinteiro;Miconia poeppigii;Melastomataceae;13;O;FALSE;NA;11.67;16.83;1.7;2.4;1.5;3.7;20150815;71.005.752.307.928;864.172.373.068
FN_A01;4;14;102;joao-mole;Neea oppositifolia;Nyctaginaceae;10;O;FALSE;NA;4.83;9.54;1.2;1.4;1.4;1.7;20150815;710.060.743.633.504;8.641.722.318.064
FN_A01;4;14;103;muuba;Bellucia grossularioides;Melastomataceae;12.6;O;FALSE;NA;11.73;18.68;5.3;0.5;2.5;2.4;20150815;710.062.384.925.408;8.641.722.527.828
FN_A01;4;14;104;tachi vermelho;Tachigali paniculata;Fabaceae;44.1;O;FALSE;NA;13.13;23.5;6.5;4.2;4.3;6.2;20150815;71.006.121.891.788;864.172.395.134
FN_A01;4;14;105;morta;NA;NA;24.2;O;TRUE;1;NA;17.63;NA;NA;NA;NA;20150815;71.006.217.271.816;864.172.594.438
FN_A01;4;14;106;canela-de-velho;Casearia javitensis;Salicaceae;14.6;O;FALSE;NA;11.33;17.9;NA;NA;NA;NA;20150815;710.062.042.881.944;864.172.610.242
FN_A01;4;14;107;mandioqueira;Qualea paraensis;Vochysiaceae;42.9;O;FALSE;NA;4.95;9.26;4;3.7;6.3;4;20150815;71.006.915.370.528;864.171.585.704
FN_A01;4;14;108;mandioqueira;Qualea paraensis;Vochysiaceae;54.5;O;FALSE;NA;23.34;25;4.2;3;5;4.7;20150815;7.100.771.115.104;864.171.414.822
FN_A01;4;14;109;morta;NA;NA;37;O;TRUE;1;NA;17.73;NA;NA;NA;NA;20150815;710.095.249.532;864.169.705.776
FN_A01;4;14;110;morta;NA;NA;38.8;O;TRUE;1;NA;26.39;NA;NA;NA;NA;20150815;71.008.813.996.136;864.169.433.638
FN_A01;4;14;111;louro amarelo;Aniba parviflora;Lauraceae;50;O;FALSE;NA;17.96;42.3;5.2;1.4;10.2;3;20150815;710.067.013.561.832;8.641.682.486.772
FN_A01;4;14;112;mandioqueira;Qualea paraensis;Vochysiaceae;42.8;O;FALSE;NA;15.08;23.14;1.7;5.4;6.8;3.3;20150815;7.100.567.495.886;864.168.753.626
FN_A01;4;14;113;morta;NA;NA;43;O;TRUE;1;NA;31.88;NA;NA;NA;NA;20150815;7.100.620.203.672;864.167.751.898
FN_A01;4;14;114;mandioqueira;Qualea paraensis;Vochysiaceae;35;O;FALSE;NA;19.8;23.51;4.2;3.3;2.6;3.4;20150815;710.059.215.765.512;864.167.291.127
FN_A01;4;14;115;mandioqueira;Qualea paraensis;Vochysiaceae;50.6;O;FALSE;NA;11.27;19.96;6.5;4.4;7.5;2.5;20150815;71.005.567.838.896;864.169.054.252
FN_A01;4;14;116;mandioqueira;Qualea paraensis;Vochysiaceae;49;O;FALSE;NA;15.79;27.71;6.7;3.2;6.3;3.3;20150815;710.047.942.610.272;864.168.984.988
FN_A01;4;14;117;cupiuba;Goupia glabra;Goupiaceae;80;O;FALSE;NA;10.93;23.95;2.5;3;3.2;4;20150815;7.100.405.092.664;864.168.683.952
FN_A01;4;15;118;mandioqueira;Qualea paraensis;Vochysiaceae;47.2;O;FALSE;NA;15.83;30.36;4.7;5.8;5;4.7;20150815;710.147.025.430.304;864.179.029.633.808
FN_A01;4;15;119;mandioqueira;Qualea paraensis;Vochysiaceae;45.1;O;FALSE;NA;21.15;34.28;5;3.4;4;3.5;20150815;7.101.497.368.292;8.641.788.467.744
FN_A01;4;15;120;carapanauba;Aspidosperma excelsum;Apocynaceae;43.4;O;FALSE;NA;15.34;17.64;0.6;0.7;0.8;0.5;20150815;710.150.448.232.904;864.178.759.515.008
